% Moku:BodeAnalyzer
% Ch 1 - DC coupling, 50 Ohm impedance, 20 dB attenuation, output load 50 Ohm, amplitude 100 mVpp
% Ch 2 - DC coupling, 50 Ohm impedance, 20 dB attenuation, output load 50 Ohm, amplitude 20 mVpp
% Logarithmic sweep, calibration off
% Averaging time 2.000 ms, 4 cycles; Settling time 2.000 ms, 1 cycles
% Internal 10 MHz clock
% Acquired 2019-02-08 T 14:47:01 +0900
% Frequency (Hz), Magnitude 1 (dB), Phase 1 (deg), Magnitude 2 (dB), Phase 2 (deg), Math (Ch 1 / Ch 2) magnitude (dB), Math (Ch 1 / Ch 2) phase (deg)
2.089610e+02, 5.881461e+00, -5.240473e+00, -7.146108e+00, -1.003629e+02, 1.302757e+01, 9.512241e+01
2.025057e+02, 5.982208e+00, -5.626693e+00, -6.316805e+00, -9.255041e+01, 1.229901e+01, 8.692372e+01
1.962499e+02, 5.901913e+00, -5.801792e+00, -6.209957e+00, -9.771863e+01, 1.211187e+01, 9.191684e+01
1.901872e+02, 5.951639e+00, -5.047171e+00, -7.347863e+00, -9.560411e+01, 1.329950e+01, 9.055694e+01
1.843119e+02, 6.003595e+00, -5.045320e+00, -7.226643e+00, -9.168264e+01, 1.323024e+01, 8.663731e+01
1.786181e+02, 5.977050e+00, -6.237085e+00, -5.526081e+00, -9.307265e+01, 1.150313e+01, 8.683557e+01
1.731002e+02, 5.919207e+00, -4.925839e+00, -7.514277e+00, -9.713968e+01, 1.343348e+01, 9.221384e+01
1.677527e+02, 5.810481e+00, -2.502801e+00, -1.282111e+01, -1.144737e+02, 1.863159e+01, 1.119709e+02
1.625704e+02, 6.030057e+00, -5.034071e+00, -7.165536e+00, -8.829684e+01, 1.319559e+01, 8.326277e+01
1.575483e+02, 5.912834e+00, -3.776389e+00, -9.849262e+00, -9.785330e+01, 1.576210e+01, 9.407691e+01
1.526812e+02, 5.967769e+00, -4.736534e+00, -7.897586e+00, -9.278043e+01, 1.386535e+01, 8.804390e+01
1.479645e+02, 6.025390e+00, -5.419128e+00, -6.749717e+00, -8.907951e+01, 1.277511e+01, 8.366038e+01
1.433936e+02, 5.947115e+00, -3.079411e+00, -1.158835e+01, -9.505531e+01, 1.753547e+01, 9.197590e+01
1.389638e+02, 6.011400e+00, -4.580038e+00, -8.314026e+00, -8.931367e+01, 1.432543e+01, 8.473364e+01
1.346709e+02, 5.945540e+00, -4.282689e+00, -8.736868e+00, -9.411527e+01, 1.468241e+01, 8.983258e+01
1.305106e+02, 5.969709e+00, -3.958299e+00, -9.523389e+00, -9.336994e+01, 1.549310e+01, 8.941164e+01
1.264788e+02, 5.944253e+00, -3.135026e+00, -1.140807e+01, -9.605375e+01, 1.735232e+01, 9.291873e+01
1.225716e+02, 6.017418e+00, -4.627863e+00, -8.147496e+00, -8.815856e+01, 1.416491e+01, 8.353069e+01
1.187851e+02, 5.927936e+00, -3.894066e+00, -9.653746e+00, -9.599631e+01, 1.558168e+01, 9.210224e+01
1.151155e+02, 5.931164e+00, -3.323667e+00, -1.091710e+01, -9.659689e+01, 1.684826e+01, 9.327323e+01
1.115593e+02, 6.014165e+00, -4.531382e+00, -8.151705e+00, -8.890373e+01, 1.416587e+01, 8.437235e+01
1.081130e+02, 5.943554e+00, -4.232895e+00, -8.648789e+00, -9.489201e+01, 1.459234e+01, 9.065911e+01
1.047732e+02, 5.842154e+00, -8.285366e-01, -1.928501e+01, -1.366078e+02, 2.512717e+01, 1.357792e+02
1.015365e+02, 5.942254e+00, -2.678559e+00, -1.263401e+01, -9.605522e+01, 1.857626e+01, 9.337666e+01
9.839977e+01, 5.912327e+00, -1.769347e+00, -1.624960e+01, -1.057216e+02, 2.216192e+01, 1.039523e+02
9.535998e+01, 5.901702e+00, -1.845963e+00, -1.622500e+01, -1.066748e+02, 2.212671e+01, 1.048289e+02
9.241409e+01, 5.896705e+00, -1.834178e+00, -1.535637e+01, -1.085010e+02, 2.125308e+01, 1.066668e+02
8.955920e+01, 5.931947e+00, -2.884612e+00, -1.189620e+01, -9.816475e+01, 1.782815e+01, 9.528014e+01
8.679251e+01, 5.955082e+00, -3.464915e+00, -1.063267e+01, -9.475170e+01, 1.658775e+01, 9.128678e+01
8.411129e+01, 6.006284e+00, -3.050931e+00, -1.158333e+01, -8.776108e+01, 1.758962e+01, 8.471015e+01
8.151289e+01, 6.011746e+00, -2.756769e+00, -1.236584e+01, -8.702571e+01, 1.837759e+01, 8.426895e+01
7.899477e+01, 6.048800e+00, -3.376346e+00, -1.048172e+01, -8.359497e+01, 1.653052e+01, 8.021862e+01
7.655444e+01, 6.000963e+00, -4.492849e+00, -8.347994e+00, -8.965835e+01, 1.434896e+01, 8.516550e+01
7.418949e+01, 5.954961e+00, -2.968376e+00, -1.187578e+01, -9.438511e+01, 1.783074e+01, 9.141674e+01
7.189761e+01, 5.853182e+00, -3.393668e+00, -1.061279e+01, -1.049837e+02, 1.646597e+01, 1.015900e+02
6.967652e+01, 5.938562e+00, -4.160068e+00, -9.052959e+00, -9.608616e+01, 1.499152e+01, 9.192609e+01
6.752406e+01, 5.895256e+00, -2.149464e+00, -1.467120e+01, -1.055952e+02, 2.056645e+01, 1.034457e+02
6.543808e+01, 5.987596e+00, -4.761880e+00, -7.738261e+00, -9.196589e+01, 1.372586e+01, 8.720401e+01
6.341655e+01, 6.072585e+00, -4.092941e+00, -9.019506e+00, -8.552650e+01, 1.509209e+01, 8.143356e+01
6.145746e+01, 6.131833e+00, -1.498424e+00, -1.632586e+01, -6.566585e+01, 2.245769e+01, 6.416742e+01
5.955890e+01, 6.179330e+00, -3.574001e+00, -9.835585e+00, -7.964535e+01, 1.601492e+01, 7.607135e+01
5.771899e+01, 5.944285e+00, -4.730131e-01, -2.283680e+01, -1.436230e+02, 2.878109e+01, 1.431500e+02
5.593591e+01, 5.997434e+00, -3.498722e+00, -1.031529e+01, -9.535215e+01, 1.631272e+01, 9.185343e+01
5.420792e+01, 5.969701e+00, 1.594018e-01, -2.626384e+01, 1.585326e+02, 3.223354e+01, -1.583732e+02
5.253331e+01, 6.025541e+00, -2.124649e+00, -1.475177e+01, -9.494340e+01, 2.077731e+01, 9.281875e+01
5.091044e+01, 6.078616e+00, -1.640811e+00, -1.670524e+01, -8.071283e+01, 2.278386e+01, 7.907202e+01
4.933770e+01, 6.190704e+00, -6.372953e-01, -1.998047e+01, -3.301797e+01, 2.617118e+01, 3.238068e+01
4.781354e+01, 5.898618e+00, 1.322009e+00, -1.660565e+01, 1.246652e+02, 2.250426e+01, -1.233432e+02
4.633647e+01, 6.007317e+00, -2.908829e-01, -3.034666e+01, -1.230818e+02, 3.635397e+01, 1.227909e+02
4.490503e+01, 5.918762e+00, 3.259113e-01, -2.279808e+01, 1.599904e+02, 2.871684e+01, -1.596645e+02
4.351781e+01, 6.014558e+00, -2.420552e+00, -1.328447e+01, -9.415446e+01, 1.929903e+01, 9.173391e+01
4.217344e+01, 6.048497e+00, -1.520788e+00, -1.712722e+01, -8.770436e+01, 2.317572e+01, 8.618357e+01
4.087061e+01, 6.007959e+00, -8.172770e-01, -2.262919e+01, -1.115105e+02, 2.863715e+01, 1.106932e+02
3.960802e+01, 6.037470e+00, -4.188509e-01, -2.886365e+01, -9.735312e+01, 3.490112e+01, 9.693427e+01
3.838443e+01, 5.886809e+00, -8.339656e-01, -1.856318e+01, -1.426753e+02, 2.444999e+01, 1.418413e+02
3.719865e+01, 6.006900e+00, -9.503920e-01, -2.173201e+01, -1.116535e+02, 2.773891e+01, 1.107031e+02
3.604950e+01, 5.992306e+00, -8.389169e-02, -2.886861e+01, -1.652914e+02, 3.486092e+01, 1.652075e+02
3.493584e+01, 5.943435e+00, -9.243556e-01, -2.058271e+01, -1.282508e+02, 2.652614e+01, 1.273264e+02
3.385659e+01, 6.122940e+00, 2.125703e+00, -1.441200e+01, 7.742618e+01, 2.053494e+01, -7.530047e+01
3.281069e+01, 5.904446e+00, -2.040553e+00, -1.423986e+01, -1.179049e+02, 2.014431e+01, 1.158644e+02
3.179709e+01, 6.346379e+00, -4.146255e+00, -7.884039e+00, -6.776152e+01, 1.423042e+01, 6.361527e+01
3.081480e+01, 4.908850e+00, -3.297422e-01, -4.345349e+00, -1.777813e+02, 9.254199e+00, 1.774516e+02
2.986286e+01, 6.565424e+00, 2.468464e+00, -8.434125e+00, 3.585261e+01, 1.499955e+01, -3.338415e+01
2.894033e+01, 6.844533e+00, -1.449482e+00, -5.938135e+00, -1.627636e+01, 1.278267e+01, 1.482688e+01
2.804629e+01, 6.509629e+00, 4.352061e+00, -6.215705e+00, 5.454679e+01, 1.272533e+01, -5.019473e+01
2.717988e+01, 5.948477e+00, 1.637436e+00, -1.655474e+01, 1.003845e+02, 2.250322e+01, -9.874705e+01
2.634023e+01, 6.134723e+00, -5.773654e+00, -5.962689e+00, -8.344855e+01, 1.209741e+01, 7.767490e+01
2.552652e+01, 5.310103e+00, -3.281462e+00, -6.773815e+00, -1.447961e+02, 1.208392e+01, 1.415146e+02
2.473794e+01, 5.551591e+00, -1.770671e-02, -1.152533e+01, 1.789518e+02, 1.707692e+01, -1.789695e+02
2.397373e+01, 5.856401e+00, 8.132774e-01, -1.785783e+01, 1.515567e+02, 2.371423e+01, -1.507434e+02
2.323313e+01, 5.787965e+00, -2.565838e+00, -1.173183e+01, -1.232923e+02, 1.751979e+01, 1.207264e+02
2.251540e+01, 5.959626e+00, -4.615342e+00, -7.679704e+00, -9.682416e+01, 1.363933e+01, 9.220882e+01
2.181985e+01, 5.949506e+00, 5.453485e+00, -6.304597e+00, 9.828280e+01, 1.225410e+01, -9.282931e+01
2.114578e+01, 7.087286e+00, 1.460599e+00, -3.389353e+00, 1.318024e+01, 1.047664e+01, -1.171964e+01
2.049254e+01, 6.624921e+00, -1.102986e+01, 8.043498e-01, -7.613122e+01, 5.820572e+00, 6.510136e+01
1.985948e+01, 5.457311e+00, 1.855833e+00, -8.624659e+00, 1.536231e+02, 1.408197e+01, -1.517672e+02
1.924597e+01, 5.477588e+00, -7.990337e+00, -2.293709e+00, -1.175966e+02, 7.771297e+00, 1.096063e+02
1.865142e+01, 5.799646e+00, 2.261415e+00, -1.263394e+01, 1.289784e+02, 1.843359e+01, -1.267170e+02
1.807524e+01, 5.956591e+00, -3.618379e+00, -9.910690e+00, -1.021378e+02, 1.586728e+01, 9.851943e+01
1.751685e+01, 5.585775e+00, -2.832273e+00, -8.801498e+00, -1.390307e+02, 1.438727e+01, 1.361984e+02
1.697571e+01, 6.132398e+00, -3.438639e+00, -1.042008e+01, -8.281129e+01, 1.655248e+01, 7.937265e+01
1.645129e+01, 6.281139e+00, -7.208330e-01, -1.628699e+01, -2.634585e+01, 2.256813e+01, 2.562502e+01
1.594308e+01, 6.374062e+00, -3.798760e-01, -1.420275e+01, -1.076652e+01, 2.057681e+01, 1.038665e+01
1.545056e+01, 6.181860e+00, 4.887151e-01, -2.133955e+01, 3.611488e+01, 2.752141e+01, -3.562617e+01
1.497325e+01, 6.024181e+00, 5.109423e+00, -6.969695e+00, 9.228155e+01, 1.299388e+01, -8.717213e+01
1.451069e+01, 5.395365e+00, 4.499904e-02, -9.929320e+00, 1.784808e+02, 1.532469e+01, -1.784358e+02
1.406243e+01, 5.860562e+00, -6.203286e+00, -5.480444e+00, -1.027843e+02, 1.134101e+01, 9.658097e+01
1.362800e+01, 6.358681e+00, -2.880646e+00, -1.009584e+01, -5.642068e+01, 1.645452e+01, 5.354003e+01
1.320700e+01, 5.266195e+00, -1.928150e+00, -6.846988e+00, -1.589190e+02, 1.211318e+01, 1.569909e+02
1.279901e+01, 5.509356e+00, 5.726738e+00, -4.810944e+00, 1.249239e+02, 1.032030e+01, -1.191971e+02
1.240362e+01, 6.438840e+00, 3.731831e-01, -1.238861e+01, 9.554241e+00, 1.882745e+01, -9.181058e+00
1.202044e+01, 5.786317e+00, 5.065542e+00, -6.938492e+00, 1.100334e+02, 1.272481e+01, -1.049679e+02
1.164910e+01, 6.533371e+00, 2.935165e+00, -7.899119e+00, 4.276761e+01, 1.443249e+01, -3.983244e+01
1.128923e+01, 5.705849e+00, 2.652393e+00, -1.130671e+01, 1.270747e+02, 1.701255e+01, -1.244224e+02
1.094048e+01, 5.962963e+00, -1.327786e+00, -1.875433e+01, -9.705682e+01, 2.471730e+01, 9.572904e+01
1.060251e+01, 6.454387e+00, -1.039403e+00, -1.155702e+01, -2.082033e+01, 1.801140e+01, 1.978093e+01
1.027497e+01, 5.856997e+00, 6.337747e-01, -1.866812e+01, 1.514366e+02, 2.452512e+01, -1.508028e+02
9.957553e+00, 5.998098e+00, 2.014330e+00, -1.525048e+01, 1.009748e+02, 2.124857e+01, -9.896047e+01
9.649941e+00, 6.049822e+00, 1.144465e+00, -1.970147e+01, 6.885985e+01, 2.575129e+01, -6.771539e+01
9.351832e+00, 6.028035e+00, -3.150045e-01, -3.115577e+01, -5.798209e+01, 3.718380e+01, 5.766709e+01
9.062932e+00, 6.046265e+00, -1.257619e+00, -1.931760e+01, -7.572041e+01, 2.536387e+01, 7.446279e+01
8.782957e+00, 5.979179e+00, -1.826786e+00, -1.594990e+01, -9.569905e+01, 2.192908e+01, 9.387226e+01
8.511631e+00, 6.027603e+00, -3.495880e+00, -1.037884e+01, -9.421710e+01, 1.640645e+01, 9.072122e+01
8.248687e+00, 5.976626e+00, -4.077473e-03, -2.772866e+01, -1.758823e+02, 3.370529e+01, 1.758782e+02
7.993866e+00, 5.804087e+00, 1.824258e+00, -1.420716e+01, 1.322060e+02, 2.001125e+01, -1.303818e+02
7.746917e+00, 5.984476e+00, -3.248291e-01, -2.618609e+01, -1.381130e+02, 3.217056e+01, 1.377882e+02
7.507597e+00, 5.688366e+00, 2.367490e+00, -1.159410e+01, 1.324120e+02, 1.728247e+01, -1.300445e+02
7.275670e+00, 6.031071e+00, -3.272034e+00, -1.081138e+01, -8.513768e+01, 1.684245e+01, 8.186565e+01
7.050907e+00, 6.104615e+00, -2.708761e+00, -1.248931e+01, -8.134468e+01, 1.859392e+01, 7.863592e+01
6.833088e+00, 5.957369e+00, 1.995917e+00, -1.467058e+01, 1.083742e+02, 2.062794e+01, -1.063783e+02
6.621998e+00, 5.758486e+00, 2.089382e+00, -1.337885e+01, 1.253480e+02, 1.913733e+01, -1.232586e+02
6.417429e+00, 5.963162e+00, -4.984812e-01, -2.801514e+01, -9.013348e+01, 3.397830e+01, 8.963500e+01
6.219180e+00, 5.980078e+00, -3.052398e-01, -3.121375e+01, -7.954122e+01, 3.719383e+01, 7.923598e+01
6.027055e+00, 5.844491e+00, -2.204826e+00, -1.401842e+01, -1.132342e+02, 1.986291e+01, 1.110294e+02
5.840865e+00, 5.982357e+00, 2.598360e+00, -1.318117e+01, 9.052712e+01, 1.916352e+01, -8.792876e+01
5.660428e+00, 5.831769e+00, 4.650929e+00, -7.810869e+00, 1.066086e+02, 1.364264e+01, -1.019577e+02
5.485564e+00, 6.303038e+00, -5.386497e+00, -5.978224e+00, -7.299926e+01, 1.228126e+01, 6.761276e+01
5.316102e+00, 6.057462e+00, 2.018501e+00, -1.489205e+01, 7.496060e+01, 2.094951e+01, -7.294210e+01
5.151875e+00, 6.123247e+00, 2.932922e+00, -1.170359e+01, 7.679999e+01, 1.782683e+01, -7.386707e+01
4.992722e+00, 5.706194e+00, -2.869102e+00, -1.017515e+01, -1.288031e+02, 1.588134e+01, 1.259340e+02
4.838485e+00, 5.859077e+00, -7.292211e+00, -4.119385e+00, -1.002525e+02, 9.978462e+00, 9.296025e+01
4.689013e+00, 6.036068e+00, -2.165516e+00, -1.435295e+01, -7.941965e+01, 2.038902e+01, 7.725413e+01
4.544159e+00, 6.168029e+00, -1.741642e-01, -2.011456e+01, -1.129121e+01, 2.628258e+01, 1.111704e+01
4.403779e+00, 6.363794e+00, -4.266049e-01, -1.285369e+01, -8.834515e+00, 1.921748e+01, 8.407910e+00
4.267736e+00, 6.035233e+00, 4.935688e+00, -7.354642e+00, 9.098042e+01, 1.338988e+01, -8.604473e+01
4.135896e+00, 6.270411e+00, -3.685425e+00, -8.828113e+00, -6.621176e+01, 1.509852e+01, 6.252633e+01
4.008128e+00, 6.019042e+00, -7.085948e-01, -2.468242e+01, -6.697092e+01, 3.070147e+01, 6.626233e+01
3.884308e+00, 5.884307e+00, 6.808008e+00, -4.347701e+00, 1.008910e+02, 1.023201e+01, -9.408299e+01
3.764313e+00, 6.431821e+00, -1.016169e+01, -5.747924e-01, -7.945859e+01, 7.006614e+00, 6.929690e+01
3.648024e+00, 6.215794e+00, 3.249920e-01, -1.754085e+01, 1.357261e+01, 2.375665e+01, -1.324762e+01
3.535328e+00, 5.676695e+00, 9.335026e-01, -1.458586e+01, 1.553598e+02, 2.026255e+01, -1.544263e+02
3.426114e+00, 6.260330e+00, -3.834605e+00, -8.573148e+00, -6.668878e+01, 1.483348e+01, 6.285418e+01
3.320273e+00, 5.884430e+00, -1.631365e-01, -2.573225e+01, -1.686087e+02, 3.161668e+01, 1.684456e+02
3.217702e+00, 5.844704e+00, 1.068265e+01, -7.211137e-01, 1.012565e+02, 6.565817e+00, -9.057383e+01
3.118300e+00, 5.914950e+00, -1.543539e+00, -1.635835e+01, -1.149177e+02, 2.227330e+01, 1.133742e+02
3.021968e+00, 6.207378e+00, 6.151682e+00, -5.176686e+00, 8.304599e+01, 1.138406e+01, -7.689431e+01
2.928613e+00, 6.083553e+00, -5.720964e+00, -6.001534e+00, -8.989357e+01, 1.208509e+01, 8.417261e+01
2.838141e+00, 6.060706e+00, 9.915515e+00, -1.249300e+00, 9.364943e+01, 7.310006e+00, -8.373391e+01
2.750464e+00, 6.514908e+00, -1.388492e+01, 2.137854e+00, -8.400770e+01, 4.377054e+00, 7.012278e+01
2.665496e+00, 5.889688e+00, 1.316595e+01, 1.156456e+00, 1.008008e+02, 4.733233e+00, -8.763487e+01
2.583153e+00, 6.063178e+00, -7.373987e+00, -3.779755e+00, -9.233499e+01, 9.842933e+00, 8.496100e+01
2.503353e+00, 5.595245e+00, 2.829877e+00, -8.957465e+00, 1.372955e+02, 1.455271e+01, -1.344656e+02
2.426019e+00, 6.219967e+00, 1.940427e+00, -1.372144e+01, 5.703831e+01, 1.994141e+01, -5.509789e+01
2.351073e+00, 6.118067e+00, -4.933586e-01, -2.435578e+01, -3.869136e+01, 3.047385e+01, 3.819801e+01
2.278443e+00, 6.046178e+00, 3.434062e+00, -1.036187e+01, 8.910613e+01, 1.640805e+01, -8.567206e+01
2.208057e+00, 6.151885e+00, 6.059717e-02, -2.255215e+01, 2.287498e-01, 2.870404e+01, -1.681527e-01
2.139845e+00, 6.168003e+00, -4.391043e-01, -2.179744e+01, -2.625188e+01, 2.796544e+01, 2.581277e+01
2.073740e+00, 5.876067e+00, 1.453528e+00, -1.643113e+01, 1.247746e+02, 2.230720e+01, -1.233211e+02
2.009678e+00, 5.895461e+00, 5.400978e+00, -6.431840e+00, 1.027726e+02, 1.232730e+01, -9.737166e+01
1.947594e+00, 6.073269e+00, 6.066877e+00, -5.348688e+00, 8.955518e+01, 1.142196e+01, -8.348831e+01
1.887428e+00, 6.482569e+00, -6.970825e+00, -3.428802e+00, -7.049704e+01, 9.911372e+00, 6.352621e+01
1.829121e+00, 5.477375e+00, 7.908779e+00, -2.703465e+00, 1.183404e+02, 8.180840e+00, -1.104317e+02
1.772615e+00, 6.121470e+00, -7.548776e+00, -3.540638e+00, -8.783025e+01, 9.662108e+00, 8.028148e+01
1.717855e+00, 5.996537e+00, -1.219966e+01, 4.620067e-01, -9.653536e+01, 5.534530e+00, 8.433569e+01
1.664787e+00, 7.610664e+00, -2.122054e+00, 2.870400e-01, -1.150597e+01, 7.323624e+00, 9.383919e+00
1.613358e+00, 5.409243e+00, 7.186468e-03, -8.798986e+00, 1.793106e+02, 1.420823e+01, -1.793034e+02
1.563517e+00, 5.691465e+00, 1.045211e-01, -1.377323e+01, 1.762487e+02, 1.946470e+01, -1.761442e+02
1.515216e+00, 5.866078e+00, 6.994178e+00, -4.246550e+00, 1.018140e+02, 1.011263e+01, -9.481985e+01
1.468408e+00, 5.827420e+00, 5.735840e+00, -5.918543e+00, 1.047237e+02, 1.174596e+01, -9.898791e+01
1.423045e+00, 6.381288e+00, -6.818032e+00, -3.906965e+00, -7.283885e+01, 1.028825e+01, 6.602082e+01
1.379084e+00, 5.815838e+00, -3.514900e+00, -9.894590e+00, -1.062312e+02, 1.571043e+01, 1.027163e+02
1.336481e+00, 5.719477e+00, 2.225507e-01, -1.727284e+01, 1.719318e+02, 2.299232e+01, -1.717093e+02
1.295194e+00, 5.874782e+00, 7.732539e+00, -3.569528e+00, 1.013082e+02, 9.444310e+00, -9.357564e+01
1.255183e+00, 5.559345e+00, 2.929201e+00, -8.626786e+00, 1.371583e+02, 1.418613e+01, -1.342290e+02
1.216407e+00, 6.145674e+00, 2.045915e-01, -2.282543e+01, 9.417904e+00, 2.897111e+01, -9.213312e+00
1.178829e+00, 5.819803e+00, 3.333091e+00, -1.018602e+01, 1.143530e+02, 1.600582e+01, -1.110199e+02
1.142413e+00, 6.170473e+00, 4.895844e+00, -7.222920e+00, 8.046135e+01, 1.339339e+01, -7.556550e+01
1.107121e+00, 5.644847e+00, -4.682444e+00, -6.791077e+00, -1.207916e+02, 1.243592e+01, 1.161092e+02
1.072919e+00, 5.925097e+00, -3.470229e-01, -2.374752e+01, -1.480462e+02, 2.967262e+01, 1.476992e+02
1.039774e+00, 5.807668e+00, 2.957641e-01, -1.765517e+01, 1.713220e+02, 2.346284e+01, -1.710263e+02
1.007653e+00, 5.840570e+00, -3.342586e+00, -1.015380e+01, -1.129995e+02, 1.599437e+01, 1.096569e+02
9.765246e-01, 6.290122e+00, 3.959253e-01, -1.632691e+01, 1.336680e+01, 2.261703e+01, -1.297087e+01
9.463574e-01, 5.699454e+00, 8.789440e-01, -1.355383e+01, 1.574982e+02, 1.925329e+01, -1.566192e+02
9.171223e-01, 5.841110e+00, -2.227557e+00, -1.271532e+01, -1.229837e+02, 1.855643e+01, 1.207561e+02
8.887902e-01, 5.849211e+00, 2.617884e+00, -1.203921e+01, 1.163367e+02, 1.788842e+01, -1.137188e+02
8.613334e-01, 5.574304e+00, 3.583523e+00, -8.069118e+00, 1.319342e+02, 1.364342e+01, -1.283507e+02
8.347248e-01, 6.808709e+00, 5.293278e+00, -3.508758e+00, 4.812311e+01, 1.031747e+01, -4.282983e+01
8.089383e-01, 6.017661e+00, 8.641522e+00, -2.270191e+00, 9.247967e+01, 8.287852e+00, -8.383815e+01
7.839483e-01, nan, nan, nan, nan, nan, nan
7.597303e-01, nan, nan, nan, nan, nan, nan
7.362605e-01, nan, nan, nan, nan, nan, nan
7.135157e-01, nan, nan, nan, nan, nan, nan
6.914735e-01, nan, nan, nan, nan, nan, nan
6.701123e-01, nan, nan, nan, nan, nan, nan
6.494110e-01, nan, nan, nan, nan, nan, nan
6.293492e-01, nan, nan, nan, nan, nan, nan
6.099071e-01, nan, nan, nan, nan, nan, nan
5.910656e-01, nan, nan, nan, nan, nan, nan
5.728063e-01, nan, nan, nan, nan, nan, nan
5.551109e-01, nan, nan, nan, nan, nan, nan
5.379623e-01, nan, nan, nan, nan, nan, nan
5.213434e-01, nan, nan, nan, nan, nan, nan
5.052379e-01, nan, nan, nan, nan, nan, nan
4.896299e-01, nan, nan, nan, nan, nan, nan
4.745041e-01, nan, nan, nan, nan, nan, nan
4.598456e-01, nan, nan, nan, nan, nan, nan
4.456399e-01, nan, nan, nan, nan, nan, nan
4.318730e-01, nan, nan, nan, nan, nan, nan
4.185315e-01, nan, nan, nan, nan, nan, nan
4.056020e-01, nan, nan, nan, nan, nan, nan
3.930721e-01, nan, nan, nan, nan, nan, nan
3.809291e-01, nan, nan, nan, nan, nan, nan
3.691614e-01, nan, nan, nan, nan, nan, nan
3.577571e-01, nan, nan, nan, nan, nan, nan
3.467052e-01, nan, nan, nan, nan, nan, nan
3.359946e-01, nan, nan, nan, nan, nan, nan
3.256150e-01, nan, nan, nan, nan, nan, nan
3.155560e-01, nan, nan, nan, nan, nan, nan
3.058077e-01, nan, nan, nan, nan, nan, nan
2.963606e-01, nan, nan, nan, nan, nan, nan
2.872053e-01, nan, nan, nan, nan, nan, nan
2.783329e-01, nan, nan, nan, nan, nan, nan
2.697346e-01, nan, nan, nan, nan, nan, nan
2.614018e-01, nan, nan, nan, nan, nan, nan
2.533265e-01, nan, nan, nan, nan, nan, nan
2.455007e-01, nan, nan, nan, nan, nan, nan
2.379166e-01, nan, nan, nan, nan, nan, nan
2.305668e-01, nan, nan, nan, nan, nan, nan
2.234440e-01, nan, nan, nan, nan, nan, nan
2.165413e-01, nan, nan, nan, nan, nan, nan
2.098519e-01, nan, nan, nan, nan, nan, nan
2.033691e-01, nan, nan, nan, nan, nan, nan
1.970865e-01, nan, nan, nan, nan, nan, nan
1.909981e-01, nan, nan, nan, nan, nan, nan
1.850977e-01, nan, nan, nan, nan, nan, nan
1.793796e-01, nan, nan, nan, nan, nan, nan
1.738381e-01, nan, nan, nan, nan, nan, nan
1.684679e-01, nan, nan, nan, nan, nan, nan
1.632635e-01, nan, nan, nan, nan, nan, nan
1.582199e-01, nan, nan, nan, nan, nan, nan
1.533321e-01, nan, nan, nan, nan, nan, nan
1.485954e-01, nan, nan, nan, nan, nan, nan
1.440049e-01, nan, nan, nan, nan, nan, nan
1.395563e-01, nan, nan, nan, nan, nan, nan
1.352450e-01, nan, nan, nan, nan, nan, nan
1.310670e-01, nan, nan, nan, nan, nan, nan
1.270180e-01, nan, nan, nan, nan, nan, nan
1.230942e-01, nan, nan, nan, nan, nan, nan
1.192915e-01, nan, nan, nan, nan, nan, nan
1.156063e-01, nan, nan, nan, nan, nan, nan
1.120350e-01, nan, nan, nan, nan, nan, nan
1.085739e-01, nan, nan, nan, nan, nan, nan
1.052198e-01, nan, nan, nan, nan, nan, nan
1.019693e-01, nan, nan, nan, nan, nan, nan
9.881928e-02, nan, nan, nan, nan, nan, nan
9.576652e-02, nan, nan, nan, nan, nan, nan
9.280807e-02, nan, nan, nan, nan, nan, nan
8.994102e-02, nan, nan, nan, nan, nan, nan
8.716253e-02, nan, nan, nan, nan, nan, nan
8.446988e-02, nan, nan, nan, nan, nan, nan
8.186041e-02, nan, nan, nan, nan, nan, nan
7.933155e-02, nan, nan, nan, nan, nan, nan
7.688081e-02, nan, nan, nan, nan, nan, nan
7.450578e-02, nan, nan, nan, nan, nan, nan
7.220413e-02, nan, nan, nan, nan, nan, nan
6.997358e-02, nan, nan, nan, nan, nan, nan
6.781193e-02, nan, nan, nan, nan, nan, nan
6.571706e-02, nan, nan, nan, nan, nan, nan
6.368691e-02, nan, nan, nan, nan, nan, nan
6.171947e-02, nan, nan, nan, nan, nan, nan
5.981281e-02, nan, nan, nan, nan, nan, nan
5.796506e-02, nan, nan, nan, nan, nan, nan
5.617438e-02, nan, nan, nan, nan, nan, nan
5.443903e-02, nan, nan, nan, nan, nan, nan
5.275728e-02, nan, nan, nan, nan, nan, nan
5.112748e-02, nan, nan, nan, nan, nan, nan
4.954804e-02, nan, nan, nan, nan, nan, nan
4.801738e-02, nan, nan, nan, nan, nan, nan
4.653401e-02, nan, nan, nan, nan, nan, nan
4.509647e-02, nan, nan, nan, nan, nan, nan
4.370334e-02, nan, nan, nan, nan, nan, nan
4.235324e-02, nan, nan, nan, nan, nan, nan
4.104485e-02, nan, nan, nan, nan, nan, nan
3.977688e-02, nan, nan, nan, nan, nan, nan
3.854808e-02, nan, nan, nan, nan, nan, nan
3.735724e-02, nan, nan, nan, nan, nan, nan
3.620319e-02, nan, nan, nan, nan, nan, nan
3.508479e-02, nan, nan, nan, nan, nan, nan
3.400093e-02, nan, nan, nan, nan, nan, nan
