% Moku:BodeAnalyzer
% Ch 1 - DC coupling, 50 Ohm impedance, 20 dB attenuation, output load 1 MOhm, amplitude 200 mVpp
% Ch 2 - DC coupling, 50 Ohm impedance, 20 dB attenuation, output load 1 MOhm, amplitude 100 mVpp
% Logarithmic sweep, calibration off
% Averaging time 2.000 ms, 4 cycles; Settling time 2.000 ms, 1 cycles
% Internal 10 MHz clock
% Acquired 2019-02-04 T 16:23:02 +0900
% Frequency (Hz), Magnitude 1 (dB), Phase 1 (deg), Magnitude 2 (dB), Phase 2 (deg), Math (Ch 1 / Ch 2) magnitude (dB), Math (Ch 1 / Ch 2) phase (deg)
7.009639e-01, -4.929173e-01, 1.509045e+01, -1.147431e+01, 1.090604e+02, 1.098140e+01, -9.397000e+01
6.859915e-01, 1.609510e+00, 6.722091e+00, -1.209622e+01, 3.517300e+01, 1.370573e+01, -2.845091e+01
6.713389e-01, -7.618873e-01, -2.884140e+00, -2.076114e+01, -1.491069e+02, 1.999925e+01, 1.462228e+02
6.569992e-01, 4.341948e-01, -9.874807e+00, -1.467859e+01, -7.586033e+01, 1.511279e+01, 6.598553e+01
6.429659e-01, 5.376403e-02, 4.706809e+00, -2.139048e+01, 8.326753e+01, 2.144425e+01, -7.856072e+01
6.292322e-01, -2.809817e-01, -1.317314e+01, -1.277900e+01, -1.043260e+02, 1.249802e+01, 9.115283e+01
6.157920e-01, 1.069110e+00, -4.638564e+00, -1.592931e+01, -3.600529e+01, 1.699842e+01, 3.136672e+01
6.026388e-01, -7.757035e-01, -6.760234e-01, -2.161453e+01, -1.711040e+02, 2.083883e+01, 1.704280e+02
5.897666e-01, 1.391129e+00, -1.969846e+00, -1.466217e+01, -1.266743e+01, 1.605330e+01, 1.069759e+01
5.771693e-01, 1.083000e+00, -5.426623e+00, -1.551263e+01, -3.944989e+01, 1.659563e+01, 3.402327e+01
5.648411e-01, 1.081448e+00, -1.937800e+01, -8.424667e+00, -7.800619e+01, 9.506115e+00, 5.862819e+01
5.527762e-01, -2.868146e-01, -3.537716e+00, -2.259075e+01, -1.082850e+02, 2.230394e+01, 1.047473e+02
5.409690e-01, -7.149315e-01, -4.916730e+00, -1.936521e+01, -1.335107e+02, 1.865028e+01, 1.285939e+02
5.294140e-01, -7.523902e-02, 1.188513e+01, -1.355406e+01, 9.608397e+01, 1.347882e+01, -8.419883e+01
5.181059e-01, -1.541665e+00, -7.334309e+00, -1.404687e+01, -1.477216e+02, 1.250520e+01, 1.403873e+02
5.070392e-01, -3.158449e-01, -4.391234e+00, -2.196124e+01, -1.159319e+02, 2.164539e+01, 1.115406e+02
4.962090e-01, 2.908919e+00, 3.024762e+01, -2.620581e+00, 7.304795e+01, 5.529499e+00, -4.280034e+01
4.856101e-01, 2.024864e+00, 1.581100e+00, -1.155064e+01, 7.078642e+00, 1.357551e+01, -5.497542e+00
4.752376e-01, -1.519557e+00, -2.407556e+00, -1.572380e+01, -1.665394e+02, 1.420424e+01, 1.641318e+02
4.650866e-01, 6.162857e-01, 1.079470e+01, -1.357979e+01, 7.406040e+01, 1.419608e+01, -6.326570e+01
4.551524e-01, 3.427623e+00, -3.386976e+00, -6.113785e+00, -1.019085e+01, 9.541408e+00, 6.803873e+00
4.454305e-01, 8.226441e-02, -4.650491e+00, -2.168799e+01, -8.630130e+01, 2.177025e+01, 8.165081e+01
4.359162e-01, 3.722264e-01, 4.395242e+00, -2.060547e+01, 6.203679e+01, 2.097769e+01, -5.764155e+01
4.266051e-01, -2.312264e+00, 2.676132e+01, -6.598466e+00, 1.321557e+02, 4.286202e+00, -1.053944e+02
4.174929e-01, -4.876131e-01, 2.563809e+00, -2.323037e+01, 1.429941e+02, 2.274275e+01, -1.404303e+02
4.085754e-01, -1.906496e+00, -4.355805e+01, -3.151827e+00, -1.269642e+02, 1.245331e+00, 8.340615e+01
3.998483e-01, -1.785946e+00, -1.430564e+01, -1.085797e+01, -1.364754e+02, 9.072020e+00, 1.221698e+02
3.913076e-01, -2.101108e+00, -2.008010e+01, -8.568700e+00, -1.337599e+02, 6.467591e+00, 1.136798e+02
3.829494e-01, nan, nan, nan, nan, nan, nan
3.747697e-01, nan, nan, nan, nan, nan, nan
3.667647e-01, nan, nan, nan, nan, nan, nan
3.589306e-01, nan, nan, nan, nan, nan, nan
3.512640e-01, nan, nan, nan, nan, nan, nan
3.437610e-01, nan, nan, nan, nan, nan, nan
3.364184e-01, nan, nan, nan, nan, nan, nan
3.292326e-01, nan, nan, nan, nan, nan, nan
3.222002e-01, nan, nan, nan, nan, nan, nan
3.153181e-01, nan, nan, nan, nan, nan, nan
3.085830e-01, nan, nan, nan, nan, nan, nan
3.019917e-01, nan, nan, nan, nan, nan, nan
2.955412e-01, nan, nan, nan, nan, nan, nan
2.892285e-01, nan, nan, nan, nan, nan, nan
2.830507e-01, nan, nan, nan, nan, nan, nan
2.770048e-01, nan, nan, nan, nan, nan, nan
2.710880e-01, nan, nan, nan, nan, nan, nan
2.652976e-01, nan, nan, nan, nan, nan, nan
2.596309e-01, nan, nan, nan, nan, nan, nan
2.540853e-01, nan, nan, nan, nan, nan, nan
2.486581e-01, nan, nan, nan, nan, nan, nan
2.433468e-01, nan, nan, nan, nan, nan, nan
2.381490e-01, nan, nan, nan, nan, nan, nan
2.330621e-01, nan, nan, nan, nan, nan, nan
2.280840e-01, nan, nan, nan, nan, nan, nan
2.232122e-01, nan, nan, nan, nan, nan, nan
2.184444e-01, nan, nan, nan, nan, nan, nan
2.137785e-01, nan, nan, nan, nan, nan, nan
2.092122e-01, nan, nan, nan, nan, nan, nan
2.047435e-01, nan, nan, nan, nan, nan, nan
2.003702e-01, nan, nan, nan, nan, nan, nan
1.960904e-01, nan, nan, nan, nan, nan, nan
1.919019e-01, nan, nan, nan, nan, nan, nan
1.878029e-01, nan, nan, nan, nan, nan, nan
1.837915e-01, nan, nan, nan, nan, nan, nan
1.798658e-01, nan, nan, nan, nan, nan, nan
1.760239e-01, nan, nan, nan, nan, nan, nan
1.722640e-01, nan, nan, nan, nan, nan, nan
1.685845e-01, nan, nan, nan, nan, nan, nan
1.649836e-01, nan, nan, nan, nan, nan, nan
1.614596e-01, nan, nan, nan, nan, nan, nan
1.580108e-01, nan, nan, nan, nan, nan, nan
1.546357e-01, nan, nan, nan, nan, nan, nan
1.513328e-01, nan, nan, nan, nan, nan, nan
1.481003e-01, nan, nan, nan, nan, nan, nan
1.449369e-01, nan, nan, nan, nan, nan, nan
1.418411e-01, nan, nan, nan, nan, nan, nan
1.388114e-01, nan, nan, nan, nan, nan, nan
1.358464e-01, nan, nan, nan, nan, nan, nan
1.329448e-01, nan, nan, nan, nan, nan, nan
1.301051e-01, nan, nan, nan, nan, nan, nan
1.273261e-01, nan, nan, nan, nan, nan, nan
1.246064e-01, nan, nan, nan, nan, nan, nan
1.219449e-01, nan, nan, nan, nan, nan, nan
1.193402e-01, nan, nan, nan, nan, nan, nan
1.167911e-01, nan, nan, nan, nan, nan, nan
1.142965e-01, nan, nan, nan, nan, nan, nan
1.118551e-01, nan, nan, nan, nan, nan, nan
1.094659e-01, nan, nan, nan, nan, nan, nan
1.071277e-01, nan, nan, nan, nan, nan, nan
