% Moku:BodeAnalyzer
% Ch 1 - DC coupling, 50 Ohm impedance, 20 dB attenuation, output load 1 MOhm, amplitude 200 mVpp
% Ch 2 - DC coupling, 50 Ohm impedance, 20 dB attenuation, output load 1 MOhm, amplitude 100 mVpp
% Logarithmic sweep, calibration off
% Averaging time 2.000 ms, 4 cycles; Settling time 2.000 ms, 1 cycles
% Internal 10 MHz clock
% Acquired 2019-02-04 T 16:23:02 +0900
% Frequency (Hz), Magnitude 1 (dB), Phase 1 (deg), Magnitude 2 (dB), Phase 2 (deg), Math (Ch 1 / Ch 2) magnitude (dB), Math (Ch 1 / Ch 2) phase (deg)
8.102562e+01, -2.559349e-01, -9.140342e+00, -1.606604e+01, -1.025654e+02, 1.581010e+01, 9.342509e+01
7.929493e+01, -2.619045e-01, -1.002991e+01, -1.535422e+01, -1.025164e+02, 1.509231e+01, 9.248652e+01
7.760121e+01, -1.437550e-01, -7.858575e+00, -1.727730e+01, -9.804227e+01, 1.713354e+01, 9.018369e+01
7.594367e+01, -1.368457e-01, -8.405125e+00, -1.672119e+01, -9.816823e+01, 1.658434e+01, 8.976311e+01
7.432153e+01, -2.674500e-01, -9.021787e+00, -1.610786e+01, -1.032905e+02, 1.584041e+01, 9.426875e+01
7.273403e+01, -1.583489e-01, -8.554341e+00, -1.652141e+01, -9.801703e+01, 1.636306e+01, 8.946269e+01
7.118045e+01, -3.081409e-01, -9.090187e+00, -1.615368e+01, -1.046627e+02, 1.584554e+01, 9.557250e+01
6.966005e+01, -1.996619e-01, -9.534258e+00, -1.572694e+01, -9.976479e+01, 1.552728e+01, 9.023053e+01
6.817213e+01, -1.060103e-01, -8.858371e+00, -1.640304e+01, -9.608934e+01, 1.629703e+01, 8.723097e+01
6.671599e+01, 1.911489e-02, -6.422085e+00, -1.908077e+01, -8.848666e+01, 1.909989e+01, 8.206458e+01
6.529095e+01, -2.428449e-01, -5.922392e+00, -1.969898e+01, -1.044439e+02, 1.945614e+01, 9.852152e+01
6.389635e+01, -1.679021e-01, -6.437852e+00, -1.917025e+01, -9.976593e+01, 1.900234e+01, 9.332808e+01
6.253154e+01, -2.567721e-01, -1.038647e+01, -1.495480e+01, -1.029545e+02, 1.469803e+01, 9.256808e+01
6.119588e+01, -4.164135e-01, -9.498834e+00, -1.571216e+01, -1.096686e+02, 1.529574e+01, 1.001698e+02
5.988875e+01, -2.490102e-01, -4.605988e+00, -2.178797e+01, -1.104530e+02, 2.153896e+01, 1.058470e+02
5.860954e+01, -6.357499e-02, -8.279389e+00, -1.699655e+01, -9.583033e+01, 1.693298e+01, 8.755094e+01
5.735765e+01, -1.104678e-01, -7.228861e+00, -1.806689e+01, -9.949130e+01, 1.795642e+01, 9.226244e+01
5.613250e+01, -8.579235e-02, -5.584491e+00, -2.042371e+01, -9.852407e+01, 2.033792e+01, 9.293958e+01
5.493352e+01, -1.442235e-01, -5.319900e+00, -2.082222e+01, -1.026431e+02, 2.067800e+01, 9.732321e+01
5.376016e+01, -2.069047e-01, -8.045529e+00, -1.721287e+01, -1.031139e+02, 1.700596e+01, 9.506833e+01
5.261185e+01, -1.761221e-02, -8.591114e+00, -1.663452e+01, -9.453988e+01, 1.661690e+01, 8.594877e+01
5.148807e+01, -1.781053e-01, -7.788293e+00, -1.744490e+01, -1.019462e+02, 1.726679e+01, 9.415790e+01
5.038830e+01, -3.633099e-01, -3.838376e+00, -2.246383e+01, -1.227227e+02, 2.210052e+01, 1.188843e+02
4.931202e+01, -2.685175e-01, -3.903690e+00, -2.291788e+01, -1.118593e+02, 2.264936e+01, 1.079556e+02
4.825872e+01, -2.568547e-01, -5.855342e+00, -1.976073e+01, -1.060115e+02, 1.950387e+01, 1.001561e+02
4.722793e+01, 2.507915e-01, -2.920022e+00, -2.419746e+01, -5.742619e+01, 2.444825e+01, 5.450617e+01
4.621915e+01, 8.865073e-02, -2.975239e+00, -2.525493e+01, -7.341180e+01, 2.534358e+01, 7.043656e+01
4.523192e+01, -1.356935e-01, -3.109318e+00, -2.541754e+01, -1.005804e+02, 2.528184e+01, 9.747106e+01
4.426577e+01, -4.501358e-01, -3.694895e+00, -2.249216e+01, -1.259160e+02, 2.204203e+01, 1.222211e+02
4.332027e+01, -3.315162e-01, -5.604413e+00, -2.005683e+01, -1.101076e+02, 1.972532e+01, 1.045032e+02
4.239496e+01, -1.288747e-01, -7.021115e+00, -1.838296e+01, -9.651700e+01, 1.825408e+01, 8.949589e+01
4.148941e+01, -2.908575e-01, -3.303919e+00, -2.431751e+01, -1.156269e+02, 2.402666e+01, 1.123230e+02
4.060320e+01, -9.307720e-02, -4.433328e+00, -2.239755e+01, -9.530728e+01, 2.230447e+01, 9.087395e+01
3.973593e+01, -2.763058e-01, -3.366682e+00, -2.413272e+01, -1.139353e+02, 2.385642e+01, 1.105686e+02
3.888718e+01, -2.459839e-01, -2.908986e+00, -2.546553e+01, -1.133376e+02, 2.521955e+01, 1.104286e+02
3.805656e+01, -3.255257e-01, -4.794367e+00, -2.132051e+01, -1.126591e+02, 2.099498e+01, 1.078647e+02
3.724368e+01, -3.382820e-01, -5.672838e+00, -1.998386e+01, -1.106191e+02, 1.964557e+01, 1.049463e+02
3.644816e+01, -4.228238e-03, -3.919257e+00, -2.320460e+01, -8.575530e+01, 2.320037e+01, 8.183605e+01
3.566964e+01, -1.049724e-01, -4.500400e+00, -2.224119e+01, -9.518087e+01, 2.213622e+01, 9.068047e+01
3.490774e+01, -3.226776e-01, -7.117092e+00, -1.815682e+01, -1.074236e+02, 1.783414e+01, 1.003065e+02
3.416212e+01, -1.040400e-02, -7.049747e+00, -1.836875e+01, -9.017541e+01, 1.835835e+01, 8.312567e+01
3.343242e+01, -6.918455e-02, -9.086235e-02, -5.636211e+01, -1.059180e+02, 5.629292e+01, 1.058271e+02
3.271831e+01, -1.304303e-01, -4.404042e+00, -2.248398e+01, -9.686172e+01, 2.235355e+01, 9.245768e+01
3.201946e+01, -3.343831e-01, 8.754269e-01, -2.965586e+01, 1.541371e+02, 2.932148e+01, -1.532617e+02
3.133553e+01, 4.337752e-01, -5.521170e+00, -1.892042e+01, -6.300592e+01, 1.935420e+01, 5.748475e+01
3.066621e+01, -1.540904e+00, -9.031178e+00, -1.364131e+01, -1.410522e+02, 1.210041e+01, 1.320210e+02
3.001119e+01, -8.806528e-01, 3.034654e+00, -1.983908e+01, 1.513826e+02, 1.895843e+01, -1.483480e+02
2.937015e+01, -7.395057e-02, 2.985840e+00, -2.579426e+01, 9.461478e+01, 2.572031e+01, -9.162894e+01
2.874281e+01, -2.202073e-01, 3.755727e+00, -2.335587e+01, 1.113496e+02, 2.313566e+01, -1.075938e+02
2.812887e+01, -9.878834e-01, 4.577878e-01, -1.995469e+01, 1.758807e+02, 1.896681e+01, -1.754229e+02
2.752805e+01, -7.122646e-01, -1.050708e+01, -1.455005e+01, -1.171079e+02, 1.383779e+01, 1.066009e+02
2.694005e+01, 7.753657e-01, -3.018134e+00, -1.899940e+01, -3.110778e+01, 1.977477e+01, 2.808964e+01
2.636462e+01, -1.641093e+00, -2.679599e+00, -1.560271e+01, -1.665760e+02, 1.396162e+01, 1.638964e+02
2.580148e+01, 6.702047e-01, 3.287991e-01, -2.137849e+01, 4.121446e+00, 2.204869e+01, -3.792647e+00
2.525036e+01, 7.344778e-02, -8.399251e+00, -1.667676e+01, -8.824991e+01, 1.675021e+01, 7.985066e+01
2.471102e+01, -6.726745e-01, -7.002638e+00, -1.736278e+01, -1.227915e+02, 1.669010e+01, 1.157888e+02
2.418320e+01, -2.352703e-01, -4.181835e+00, -2.252983e+01, -1.071870e+02, 2.229456e+01, 1.030052e+02
2.366665e+01, 1.945824e-01, -5.297016e+00, -1.994543e+01, -7.515217e+01, 2.014001e+01, 6.985516e+01
2.316114e+01, 9.470720e-02, -3.891146e+00, -2.285732e+01, -7.620165e+01, 2.295203e+01, 7.231050e+01
2.266642e+01, 7.545848e-02, -3.062241e+00, -2.497886e+01, -7.346374e+01, 2.505432e+01, 7.040150e+01
2.218227e+01, 2.171404e-01, 2.653415e+00, -2.501481e+01, 5.802489e+01, 2.523195e+01, -5.537148e+01
2.170846e+01, -3.305261e-02, -6.030826e+00, -1.976664e+01, -9.148200e+01, 1.973359e+01, 8.545117e+01
2.124477e+01, -1.079360e+00, -5.507711e-01, -1.902908e+01, -1.758288e+02, 1.794972e+01, 1.752780e+02
2.079099e+01, 9.304736e-01, -3.283215e+00, -1.767414e+01, -2.907099e+01, 1.860462e+01, 2.578777e+01
2.034690e+01, 1.953072e-01, -3.446367e+00, -2.349597e+01, -6.609175e+01, 2.369128e+01, 6.264538e+01
1.991229e+01, -9.616325e-01, 9.323497e-02, -2.026780e+01, 1.792396e+02, 1.930617e+01, -1.791464e+02
1.948697e+01, 5.544257e-01, -3.115544e+00, -2.088425e+01, -3.927549e+01, 2.143868e+01, 3.615995e+01
1.907073e+01, -3.082604e-01, -1.300522e+01, -1.314071e+01, -1.042307e+02, 1.283245e+01, 9.122547e+01
1.866339e+01, -7.679729e-01, -5.120263e+00, -1.870211e+01, -1.360060e+02, 1.793414e+01, 1.308857e+02
1.826474e+01, 5.690743e-01, -6.264955e+00, -1.752532e+01, -6.132593e+01, 1.809439e+01, 5.506097e+01
1.787461e+01, -7.073996e-01, -1.149513e+01, -1.381891e+01, -1.174541e+02, 1.311151e+01, 1.059590e+02
1.749281e+01, -5.233795e-03, -2.957052e+00, -2.609704e+01, -8.593306e+01, 2.609181e+01, 8.297601e+01
1.711917e+01, -4.196627e-01, -2.333481e+00, -2.509457e+01, -1.360692e+02, 2.467491e+01, 1.337357e+02
1.675351e+01, -6.896187e-01, 6.881834e+00, -1.739405e+01, 1.241574e+02, 1.670443e+01, -1.172755e+02
1.639566e+01, 1.987712e-01, -1.365090e+00, -2.764000e+01, -4.072414e+01, 2.783877e+01, 3.935905e+01
1.604545e+01, 4.822388e-01, 6.557534e+00, -1.765852e+01, 6.509297e+01, 1.814076e+01, -5.853544e+01
1.570272e+01, 8.498533e-02, 1.936335e+00, -2.885416e+01, 6.856965e+01, 2.893914e+01, -6.663332e+01
1.536732e+01, -3.815851e-02, -1.424402e+00, -3.153247e+01, -1.027345e+02, 3.149431e+01, 1.013101e+02
1.503907e+01, 3.816729e-02, 9.020493e-01, -3.524280e+01, 7.479267e+01, 3.528097e+01, -7.389062e+01
1.471784e+01, 7.667457e-01, 1.415017e+00, -2.030234e+01, 1.607995e+01, 2.106908e+01, -1.466494e+01
1.440347e+01, 1.811846e-01, -6.854828e+00, -1.835221e+01, -8.369971e+01, 1.853339e+01, 7.684489e+01
1.409582e+01, -2.423849e-02, -2.280023e+00, -2.766274e+01, -8.791974e+01, 2.763850e+01, 8.563972e+01
1.379473e+01, 1.432047e-01, -2.994057e+00, -2.494530e+01, -6.811352e+01, 2.508850e+01, 6.511946e+01
1.350008e+01, -3.396108e-02, -4.426999e+00, -2.249847e+01, -9.020279e+01, 2.246451e+01, 8.577580e+01
1.321172e+01, -7.021179e-01, -2.540193e+00, -2.169720e+01, -1.504170e+02, 2.099508e+01, 1.478768e+02
1.292952e+01, 2.036743e-01, -4.339038e+00, -2.178843e+01, -6.998282e+01, 2.199211e+01, 6.564378e+01
1.265335e+01, 1.492200e-01, -3.542959e+00, -2.384487e+01, -7.500480e+01, 2.399409e+01, 7.146184e+01
1.238308e+01, -2.782343e-02, -4.272186e-01, -4.440431e+01, -1.192196e+02, 4.437649e+01, 1.187924e+02
1.211858e+01, -5.857846e-03, -2.985726e-01, -4.409810e+01, -5.063535e+01, 4.409224e+01, 5.033678e+01
1.185973e+01, -6.093492e-01, 2.012265e+00, -2.337265e+01, 1.517642e+02, 2.276330e+01, -1.497519e+02
1.160641e+01, -4.890834e-01, -1.664291e+00, -2.502439e+01, -1.522073e+02, 2.453531e+01, 1.505430e+02
1.135850e+01, -2.316466e-01, -1.738447e+00, -2.839110e+01, -1.340099e+02, 2.815945e+01, 1.322715e+02
1.111588e+01, -5.225470e-01, -3.022784e+00, -2.245799e+01, -1.388528e+02, 2.193544e+01, 1.358300e+02
1.087845e+01, -6.177873e-02, -1.600329e+00, -3.136484e+01, -9.290103e+01, 3.130306e+01, 9.130070e+01
1.064609e+01, -2.374475e-01, -7.346808e+00, -1.783887e+01, -1.024364e+02, 1.760142e+01, 9.508956e+01
1.041869e+01, -2.148869e-01, -2.793206e+00, -2.478109e+01, -1.173896e+02, 2.456620e+01, 1.145964e+02
1.019615e+01, 8.447593e-02, -1.511368e+00, -3.142785e+01, -6.857177e+01, 3.151232e+01, 6.706040e+01
9.978362e+00, 1.166347e-01, 2.513430e+00, -2.681856e+01, 7.235280e+01, 2.693519e+01, -6.983937e+01
9.765226e+00, 3.700470e-02, 2.774947e+00, -2.577433e+01, 7.872233e+01, 2.581134e+01, -7.594739e+01
9.556643e+00, -3.361642e-01, -3.266252e+00, -2.386786e+01, -1.195329e+02, 2.353170e+01, 1.162666e+02
9.352515e+00, -2.902369e-01, -1.389958e+00, -2.909374e+01, -1.410269e+02, 2.880350e+01, 1.396369e+02
9.152747e+00, 2.029225e-01, -1.473135e+00, -2.822898e+01, -4.451146e+01, 2.843190e+01, 4.303832e+01
8.957247e+00, -1.560274e-01, -4.201859e+00, -2.253774e+01, -1.000332e+02, 2.238171e+01, 9.583131e+01
8.765922e+00, -1.509352e-01, -5.423722e+00, -2.025618e+01, -1.023994e+02, 2.010525e+01, 9.697565e+01
8.578684e+00, 5.498766e-03, -8.892439e-01, -3.666851e+01, -9.473378e+01, 3.667400e+01, 9.384453e+01
8.395445e+00, 3.694328e-02, 3.781870e+00, -2.339552e+01, 8.760188e+01, 2.343246e+01, -8.382001e+01
8.216120e+00, 8.112915e-02, 5.735179e+00, -1.985017e+01, 8.498521e+01, 1.993130e+01, -7.925003e+01
8.040626e+00, -2.057337e-01, -8.312472e-01, -3.122558e+01, -1.505877e+02, 3.101984e+01, 1.497565e+02
7.868880e+00, 5.658869e-03, -5.973435e+00, -1.983277e+01, -9.095118e+01, 1.983843e+01, 8.497774e+01
7.700802e+00, -2.387445e-04, -5.008380e+00, -2.126629e+01, -9.179125e+01, 2.126605e+01, 8.678287e+01
7.536315e+00, -5.194567e-02, -5.978796e-02, -4.953602e+01, 1.778651e+02, 4.948407e+01, -1.779249e+02
7.375341e+00, -4.502275e-02, -2.202116e-01, -4.343643e+01, -1.498457e+02, 4.339140e+01, 1.496255e+02
7.217805e+00, -1.705175e-01, -6.766297e-01, -3.310379e+01, -1.481529e+02, 3.293327e+01, 1.474763e+02
7.063634e+00, 2.665114e-01, 6.282068e+00, -1.866836e+01, 7.461472e+01, 1.893487e+01, -6.833265e+01
6.912757e+00, -2.733284e-01, -4.260204e+00, -2.219162e+01, -1.158836e+02, 2.191829e+01, 1.116234e+02
6.765102e+00, -1.041027e-01, -1.000126e+01, -1.503901e+01, -9.746232e+01, 1.493490e+01, 8.746107e+01
6.620601e+00, 1.463610e-01, 3.214335e+00, -2.421607e+01, 7.504577e+01, 2.436243e+01, -7.183143e+01
6.479186e+00, -4.556421e-02, 1.199511e+00, -3.411909e+01, 8.560010e+01, 3.407352e+01, -8.440059e+01
6.340792e+00, -9.668991e-02, -8.060367e-01, -3.769346e+01, -1.069833e+02, 3.759677e+01, 1.061773e+02
6.205354e+00, -1.712286e-01, 1.134531e-01, -3.841981e+01, 1.676734e+02, 3.824858e+01, -1.675599e+02
6.072809e+00, -2.174713e-01, -3.285075e+00, -2.465729e+01, -1.087004e+02, 2.443981e+01, 1.054153e+02
5.943095e+00, -1.122928e-01, -9.838054e-01, -3.433050e+01, -1.204714e+02, 3.421821e+01, 1.194876e+02
5.816152e+00, -1.260584e-01, 6.706531e-01, -3.592209e+01, 1.407465e+02, 3.579603e+01, -1.400759e+02
5.691920e+00, -1.973915e-01, 2.616663e+00, -2.648242e+01, 1.097781e+02, 2.628503e+01, -1.071614e+02
5.570342e+00, -1.608466e-01, -4.197478e+00, -2.277048e+01, -1.000402e+02, 2.260963e+01, 9.584275e+01
5.451361e+00, -3.060955e-02, -4.489525e-02, -6.409335e+01, -6.218923e+01, 6.406274e+01, 6.214434e+01
5.334921e+00, -4.117261e-02, 6.849896e+00, -1.853860e+01, 9.268213e+01, 1.849743e+01, -8.583223e+01
5.220968e+00, 2.108095e-01, 7.946686e-01, -3.110790e+01, 3.272636e+01, 3.131871e+01, -3.193170e+01
5.109449e+00, -4.532006e-01, -3.142607e+00, -2.262647e+01, -1.347347e+02, 2.217327e+01, 1.315921e+02
5.000313e+00, 1.680609e-01, 5.008701e-01, -3.083313e+01, 1.957456e+01, 3.100120e+01, -1.907369e+01
4.893507e+00, 3.323097e-01, 2.229672e+00, -2.519110e+01, 4.640274e+01, 2.552341e+01, -4.417307e+01
4.788983e+00, 3.508691e-01, -3.266009e+00, -2.294656e+01, -5.529055e+01, 2.329743e+01, 5.202454e+01
4.686691e+00, 1.172326e-01, 3.077465e-01, -3.716503e+01, 2.086627e+01, 3.728226e+01, -2.055853e+01
4.586585e+00, 2.415685e-01, 5.158095e+00, -2.035566e+01, 7.558435e+01, 2.059723e+01, -7.042625e+01
4.488616e+00, -1.384282e-01, -2.070349e+00, -2.803148e+01, -1.153339e+02, 2.789305e+01, 1.132635e+02
4.392740e+00, -2.750260e-01, -1.845672e+00, -2.697446e+01, -1.370313e+02, 2.669944e+01, 1.351856e+02
4.298912e+00, 2.345104e-01, 5.600215e+00, -1.984843e+01, 7.633750e+01, 2.008294e+01, -7.073729e+01
4.207089e+00, -1.206038e-01, -8.725406e+00, -1.628386e+01, -9.702149e+01, 1.616326e+01, 8.829608e+01
4.117226e+00, 3.504775e-02, 2.544769e-01, -4.505998e+01, 2.778902e+01, 4.509502e+01, -2.753454e+01
4.029283e+00, -3.065711e-01, -1.843703e+00, -2.680272e+01, -1.401006e+02, 2.649615e+01, 1.382569e+02
3.943218e+00, -3.665822e-02, -1.058720e+00, -3.514183e+01, -8.289862e+01, 3.510517e+01, 8.183990e+01
3.858992e+00, -3.146212e-02, 4.114844e+00, -2.273150e+01, 9.301456e+01, 2.270003e+01, -8.889972e+01
3.776565e+00, -2.503237e-01, -7.815718e+00, -1.739724e+01, -1.038021e+02, 1.714692e+01, 9.598637e+01
3.695898e+00, 1.274041e-01, 2.571815e+00, -2.589848e+01, 6.566645e+01, 2.602588e+01, -6.309463e+01
3.616955e+00, -1.738071e-01, 1.489111e+00, -2.981029e+01, 1.267540e+02, 2.963648e+01, -1.252648e+02
3.539697e+00, -3.840131e-01, -7.128954e+00, -1.799036e+01, -1.106384e+02, 1.760635e+01, 1.035094e+02
3.464090e+00, 3.235416e-02, 2.626389e+00, -2.667872e+01, 8.008489e+01, 2.671107e+01, -7.745850e+01
3.390098e+00, -1.973826e-01, -1.336112e+00, -3.091160e+01, -1.267962e+02, 3.071421e+01, 1.254601e+02
3.317686e+00, -1.356050e-01, -5.772566e+00, -1.996102e+01, -9.889045e+01, 1.982541e+01, 9.311788e+01
3.246821e+00, -9.916707e-02, -2.917308e-01, -3.943290e+01, -1.499961e+02, 3.933373e+01, 1.497043e+02
3.177470e+00, -4.196433e-01, -3.628889e+00, -2.278960e+01, -1.243234e+02, 2.236996e+01, 1.206945e+02
3.109600e+00, 1.568634e-01, 5.629737e+00, -1.979321e+01, 7.959338e+01, 1.995008e+01, -7.396365e+01
3.043179e+00, -1.435968e-01, 1.309311e-01, -4.010737e+01, 1.689492e+02, 3.996377e+01, -1.688183e+02
2.978178e+00, -5.445900e-02, 1.307959e+00, -3.269884e+01, 1.067621e+02, 3.264438e+01, -1.054541e+02
2.914565e+00, 4.298112e-02, 9.495229e-01, -3.531554e+01, 7.013523e+01, 3.535852e+01, -6.918571e+01
2.852310e+00, 2.098525e-01, 6.301204e+00, -1.873040e+01, 8.009096e+01, 1.894025e+01, -7.378975e+01
2.791385e+00, -1.665605e-01, -9.504454e+00, -1.577880e+01, -1.000437e+02, 1.561224e+01, 9.053926e+01
2.731762e+00, 2.874557e-01, 5.466506e+00, -1.974055e+01, 7.196461e+01, 2.002800e+01, -6.649811e+01
2.673412e+00, -2.001349e-01, -7.542772e+00, -1.781335e+01, -1.030874e+02, 1.761322e+01, 9.554467e+01
2.616309e+00, 2.299635e-02, 5.199199e+00, -2.093437e+01, 8.583423e+01, 2.095737e+01, -8.063503e+01
2.560425e+00, 4.582673e-02, 1.732388e+00, -3.000105e+01, 8.045906e+01, 3.004687e+01, -7.872668e+01
2.505735e+00, -1.362184e-01, -6.395914e+00, -1.926042e+01, -9.874638e+01, 1.912420e+01, 9.235047e+01
2.452213e+00, -1.773566e-01, 3.865800e+00, -2.325975e+01, 1.090873e+02, 2.308239e+01, -1.052215e+02
2.399834e+00, -5.263998e-01, -2.003529e+00, -2.438886e+01, -1.498241e+02, 2.386246e+01, 1.478206e+02
2.348574e+00, -2.506369e-01, 3.703941e+00, -2.335712e+01, 1.143520e+02, 2.310648e+01, -1.106481e+02
2.298409e+00, 3.201054e-01, 7.282446e+00, -1.743545e+01, 7.505760e+01, 1.775555e+01, -6.777515e+01
2.249316e+00, -1.906136e-01, -6.450028e+00, -1.897361e+01, -1.012482e+02, 1.878300e+01, 9.479817e+01
2.201271e+00, -9.679879e-02, 2.436533e+00, -2.755673e+01, 9.646887e+01, 2.745993e+01, -9.403234e+01
2.154252e+00, 5.027404e-01, 1.035269e+01, -1.425300e+01, 7.656575e+01, 1.475574e+01, -6.621306e+01
2.108238e+00, -1.836938e-01, -5.831308e+00, -1.981668e+01, -1.008649e+02, 1.963299e+01, 9.503360e+01
2.063206e+00, -5.786332e-02, 3.380497e+00, -2.437543e+01, 9.217354e+01, 2.431757e+01, -8.879305e+01
2.019137e+00, -5.823604e-02, -2.388116e+00, -2.748104e+01, -9.461125e+01, 2.742280e+01, 9.222314e+01
1.976008e+00, -7.740452e-02, -1.036271e+00, -3.505610e+01, -1.034418e+02, 3.497870e+01, 1.024055e+02
1.933801e+00, -1.876560e-01, -1.128193e+00, -3.263879e+01, -1.285067e+02, 3.245113e+01, 1.273785e+02
1.892496e+00, -2.941709e-01, -8.466325e+00, -1.664984e+01, -1.065185e+02, 1.635567e+01, 9.805218e+01
1.852072e+00, -2.349125e-01, -1.975494e+00, -2.754171e+01, -1.237280e+02, 2.730680e+01, 1.217525e+02
1.812512e+00, -4.245157e-01, -7.279404e+00, -1.739311e+01, -1.128511e+02, 1.696859e+01, 1.055717e+02
1.773798e+00, 8.932915e-02, 2.830694e+00, -2.579386e+01, 7.759384e+01, 2.588318e+01, -7.476315e+01
1.735910e+00, -5.592218e-01, 4.706993e-01, -2.469420e+01, 1.720725e+02, 2.413498e+01, -1.716018e+02
1.698831e+00, -4.407840e-01, 1.879106e+00, -2.544052e+01, 1.445117e+02, 2.499974e+01, -1.426326e+02
1.662544e+00, 2.998299e-01, 3.325332e+00, -2.298669e+01, 5.867802e+01, 2.328652e+01, -5.535269e+01
1.627033e+00, 8.192360e-02, 3.525970e-01, -3.670974e+01, 2.764914e+01, 3.679167e+01, -2.729654e+01
1.592280e+00, 3.397522e-01, 7.571661e+00, -1.702943e+01, 7.605814e+01, 1.736918e+01, -6.848648e+01
1.558269e+00, -1.880851e-03, -5.723250e+00, -1.990607e+01, -8.985599e+01, 1.990419e+01, 8.413274e+01
1.524985e+00, 6.256128e-02, -9.674976e-01, -3.440691e+01, -6.081820e+01, 3.446947e+01, 5.985071e+01
1.492411e+00, 1.865852e-01, 1.807380e+00, -2.783808e+01, 5.808136e+01, 2.802467e+01, -5.627398e+01
1.460534e+00, 3.205267e-01, 1.577873e+00, -2.672710e+01, 3.896762e+01, 2.704762e+01, -3.738975e+01
1.429337e+00, 4.620250e-02, -7.887596e+00, -1.714435e+01, -9.177572e+01, 1.719055e+01, 8.388813e+01
1.398807e+00, -3.578131e-01, 2.561767e+00, -2.445678e+01, 1.347841e+02, 2.409896e+01, -1.322223e+02
1.368929e+00, 1.611341e-01, 2.903632e+00, -2.536718e+01, 7.033958e+01, 2.552832e+01, -6.743594e+01
1.339689e+00, 4.150671e-01, -3.227054e+00, -2.201233e+01, -4.883863e+01, 2.242740e+01, 4.561157e+01
1.311073e+00, 4.056115e-02, -9.235707e+00, -1.572012e+01, -9.063623e+01, 1.576068e+01, 8.140052e+01
1.283069e+00, -4.320181e-01, -3.723439e+00, -2.228900e+01, -1.250720e+02, 2.185698e+01, 1.213486e+02
1.255663e+00, -5.486674e-02, 1.257784e+00, -3.278743e+01, 8.305402e+01, 3.273256e+01, -8.179623e+01
1.228842e+00, 1.148220e-01, -2.227752e+00, -2.737713e+01, -6.506077e+01, 2.749196e+01, 6.283301e+01
1.202594e+00, 2.524607e-01, -1.436810e+00, -2.759912e+01, -3.843108e+01, 2.785158e+01, 3.699427e+01
1.176907e+00, 3.931959e-01, 4.881960e+00, -1.992847e+01, 6.329908e+01, 2.032167e+01, -5.841712e+01
1.151769e+00, -1.890325e-02, -5.354214e-01, -4.173838e+01, -9.170655e+01, 4.171948e+01, 9.117113e+01
1.127167e+00, 2.049443e-01, -7.087325e+00, -1.778586e+01, -8.200615e+01, 1.799081e+01, 7.491882e+01
1.103091e+00, -5.640147e-01, -5.281658e+00, -1.919848e+01, -1.269936e+02, 1.863446e+01, 1.217120e+02
1.079529e+00, 5.659059e-02, -4.827829e+00, -2.127719e+01, -8.530938e+01, 2.133378e+01, 8.048155e+01
1.056471e+00, -5.888799e-01, 7.545907e-02, -2.364108e+01, 1.776871e+02, 2.305220e+01, -1.776116e+02
1.033905e+00, 3.869755e-01, -1.217823e-01, -2.543596e+01, -1.278835e+00, 2.582294e+01, 1.157053e+00
1.011821e+00, -1.781868e-01, -1.052611e+01, -1.469269e+01, -9.975859e+01, 1.451450e+01, 8.923248e+01
9.902086e-01, -9.088789e-01, 1.484617e+00, -2.017717e+01, 1.658213e+02, 1.926829e+01, -1.643366e+02
9.690580e-01, 7.862114e-02, -1.597398e+00, -3.000528e+01, -6.873370e+01, 3.008390e+01, 6.713630e+01
9.483591e-01, -8.430180e-01, -5.718589e+00, -1.787921e+01, -1.342273e+02, 1.703620e+01, 1.285087e+02
9.281024e-01, -1.092862e+00, 4.366613e+00, -1.755554e+01, 1.495292e+02, 1.646267e+01, -1.451626e+02
9.082783e-01, 3.640105e-01, 1.302936e+00, -2.535173e+01, 2.534823e+01, 2.571574e+01, -2.404530e+01
8.888777e-01, 7.458147e-01, 1.615178e+00, -2.044694e+01, 1.879074e+01, 2.119276e+01, -1.717556e+01
8.698915e-01, 4.250780e-01, -1.348837e+00, -2.430819e+01, -2.422196e+01, 2.473326e+01, 2.287312e+01
8.513108e-01, 4.696743e-01, -2.126554e+00, -2.275556e+01, -3.274694e+01, 2.322523e+01, 3.062039e+01
8.331270e-01, 3.561758e-01, -4.931760e+00, -1.992422e+01, -6.281446e+01, 2.028039e+01, 5.788270e+01
8.153315e-01, 5.680965e-01, -1.087745e+01, -1.389257e+01, -7.487577e+01, 1.446067e+01, 6.399833e+01
7.979162e-01, 4.222433e-02, -2.704341e+00, -2.642426e+01, -7.916641e+01, 2.646649e+01, 7.646207e+01
7.808729e-01, 3.723394e-01, 1.375117e+01, -1.212267e+01, 8.394563e+01, 1.249500e+01, -7.019447e+01
7.641937e-01, 6.996760e-01, -8.489056e+00, -1.550033e+01, -6.273158e+01, 1.620001e+01, 5.424253e+01
7.478706e-01, 1.460980e-01, -6.704189e+00, -1.829972e+01, -8.164388e+01, 1.844582e+01, 7.493970e+01
7.318963e-01, 1.313656e+00, -2.800628e+00, -1.473402e+01, -1.727911e+01, 1.604767e+01, 1.447848e+01
7.162631e-01, -2.590012e-02, -7.124367e+00, -1.815887e+01, -9.246419e+01, 1.813297e+01, 8.533982e+01
