% Moku:SpectrumAnalyzer
% Ch 1 - DC coupling, 50 Ohm impedance, 20 dB attenuation
% Ch 2 - DC coupling, 50 Ohm impedance, 20 dB attenuation
% Start freq 0 Hz, stop freq 1.00 kHz, RBW 1.569 Hz (Minimum mode), Hanning window, Video filter off, 32 averages
% Internal 10 MHz clock
% Acquired 2019-02-04 T 15:40:08 +0900
% Frequency (Hz), Ch 1 (V/rtHz), Ch 2 (V/rtHz)
4.893304e+02, 2.812304e-05, 2.937331e-06
4.903559e+02, 4.055411e-05, 3.400833e-06
4.913813e+02, 4.142641e-05, 3.085660e-06
4.924068e+02, 4.754173e-05, 2.951007e-06
4.934322e+02, 6.919705e-05, 2.578607e-06
4.944577e+02, 6.985216e-05, 2.368632e-06
4.954831e+02, 6.425653e-05, 2.050725e-06
4.965086e+02, 4.468689e-05, 2.480142e-06
4.975340e+02, 4.272784e-05, 2.525798e-06
4.985595e+02, 4.427894e-05, 2.510649e-06
4.995850e+02, 4.506487e-05, 2.763966e-06
5.006104e+02, 3.642761e-05, 2.686119e-06
5.016359e+02, 4.029248e-05, 2.752394e-06
5.026613e+02, 4.356261e-05, 2.711367e-06
5.036868e+02, 4.477138e-05, 2.736825e-06
5.047122e+02, 4.207083e-05, 2.594597e-06
5.057377e+02, 3.533183e-05, 2.834448e-06
5.067632e+02, 2.277457e-05, 2.885364e-06
5.077886e+02, 1.658251e-05, 2.654770e-06
5.088141e+02, 1.496663e-05, 2.452159e-06
5.098395e+02, 1.795375e-05, 2.329078e-06
5.108650e+02, 2.110984e-05, 2.704844e-06
5.118904e+02, 2.152408e-05, 2.858433e-06
5.129159e+02, 2.415964e-05, 2.652035e-06
5.139414e+02, 2.242384e-05, 2.431330e-06
5.149668e+02, 2.446424e-05, 2.431541e-06
5.159923e+02, 2.375462e-05, 2.086492e-06
5.170177e+02, 2.128530e-05, 2.913136e-06
5.180432e+02, 1.830238e-05, 2.952269e-06
5.190686e+02, 5.024354e-05, 2.616058e-06
5.200941e+02, 6.240166e-05, 2.815723e-06
5.211195e+02, 2.585728e-05, 2.756391e-06
5.221450e+02, 1.199272e-05, 2.850017e-06
5.231705e+02, 1.423143e-05, 2.767963e-06
5.241959e+02, 2.293515e-05, 3.163086e-06
5.252214e+02, 2.036667e-05, 3.444805e-06
5.262468e+02, 1.899481e-05, 3.436600e-06
5.272723e+02, 2.431079e-05, 2.990561e-06
5.282977e+02, 2.554324e-05, 2.443954e-06
5.293232e+02, 2.393512e-05, 2.463310e-06
5.303487e+02, 1.780071e-05, 2.352432e-06
5.313741e+02, 1.609804e-05, 2.200526e-06
5.323996e+02, 1.479452e-05, 2.344227e-06
5.334250e+02, 1.156086e-05, 2.508966e-06
5.344505e+02, 1.242499e-05, 2.515699e-06
5.354759e+02, 1.163445e-05, 2.777641e-06
5.365014e+02, 1.211766e-05, 3.220524e-06
5.375268e+02, 1.161558e-05, 2.948693e-06
5.385523e+02, 1.018522e-05, 2.479511e-06
5.395778e+02, 1.211032e-05, 2.382308e-06
5.406032e+02, 1.420229e-05, 2.454895e-06
5.416287e+02, 1.392201e-05, 2.325712e-06
5.426541e+02, 1.284112e-05, 2.801837e-06
5.436796e+02, 9.922758e-06, 2.836973e-06
5.447050e+02, 8.625103e-06, 2.834658e-06
5.457305e+02, 8.173126e-06, 2.482667e-06
5.467560e+02, 6.232933e-06, 2.391145e-06
5.477814e+02, 7.528910e-06, 2.575241e-06
5.488069e+02, 8.133295e-06, 2.500130e-06
5.498323e+02, 9.573712e-06, 2.726094e-06
5.508578e+02, 9.141440e-06, 2.348224e-06
5.518832e+02, 8.442509e-06, 2.532741e-06
5.529087e+02, 8.926142e-06, 2.916292e-06
5.539341e+02, 7.445894e-06, 2.567877e-06
5.549596e+02, 8.314840e-06, 2.294573e-06
5.559851e+02, 1.120259e-05, 2.654981e-06
5.570105e+02, 1.055377e-05, 2.427122e-06
5.580360e+02, 8.843336e-06, 2.313298e-06
5.590614e+02, 9.925483e-06, 2.419759e-06
5.600869e+02, 1.090491e-05, 2.620476e-06
5.611123e+02, 1.376205e-05, 2.156343e-06
5.621378e+02, 1.268326e-05, 2.673495e-06
5.631633e+02, 1.352055e-05, 2.778693e-06
5.641887e+02, 1.504587e-05, 2.660872e-06
5.652142e+02, 1.633388e-05, 2.378731e-06
5.662396e+02, 1.851369e-05, 2.289103e-06
5.672651e+02, 2.484222e-05, 2.504337e-06
5.682905e+02, 2.830291e-05, 2.269326e-06
5.693160e+02, 2.815889e-05, 2.280056e-06
5.703414e+02, 2.785617e-05, 2.590810e-06
5.713669e+02, 3.238308e-05, 2.624684e-06
5.723924e+02, 3.332016e-05, 2.732827e-06
5.734178e+02, 3.078522e-05, 2.465625e-06
5.744433e+02, 2.747883e-05, 2.766490e-06
5.754687e+02, 2.574513e-05, 2.601961e-06
5.764942e+02, 4.520847e-05, 3.026118e-06
5.775196e+02, 7.635197e-05, 2.991824e-06
5.785451e+02, 5.335057e-05, 2.557988e-06
5.795706e+02, 2.993452e-05, 2.423756e-06
5.805960e+02, 2.416467e-05, 2.357481e-06
5.816215e+02, 2.631723e-05, 2.349697e-06
5.826469e+02, 2.023209e-05, 2.599647e-06
5.836724e+02, 1.812754e-05, 2.424598e-06
5.846978e+02, 2.082641e-05, 2.479721e-06
5.857233e+02, 2.433972e-05, 2.543681e-06
5.867487e+02, 2.659499e-05, 2.572506e-06
5.877742e+02, 2.679142e-05, 2.330130e-06
5.887997e+02, 2.604260e-05, 2.670340e-06
5.898251e+02, 2.102032e-05, 2.330340e-06
5.908506e+02, 1.942310e-05, 2.304041e-06
5.918760e+02, 1.736928e-05, 2.272692e-06
5.929015e+02, 1.359351e-05, 2.250811e-06
5.939269e+02, 1.288493e-05, 2.431961e-06
5.949524e+02, 1.123634e-05, 2.971626e-06
5.959779e+02, 9.414807e-06, 2.578818e-06
5.970033e+02, 1.146129e-05, 2.527902e-06
5.980288e+02, 1.183297e-05, 2.748396e-06
5.990542e+02, 1.395429e-05, 3.063569e-06
6.000797e+02, 1.583914e-05, 2.597332e-06
6.011051e+02, 1.370126e-05, 1.856109e-06
6.021306e+02, 1.182165e-05, 2.492976e-06
6.031560e+02, 1.198894e-05, 2.604275e-06
6.041815e+02, 1.285852e-05, 2.285526e-06
6.052070e+02, 1.159566e-05, 2.230403e-06
6.062324e+02, 9.392795e-06, 2.652035e-06
6.072579e+02, 8.765560e-06, 2.680649e-06
6.082833e+02, 8.443977e-06, 2.366528e-06
6.093088e+02, 8.016946e-06, 2.573768e-06
6.103342e+02, 8.639149e-06, 2.306566e-06
6.113597e+02, 8.638520e-06, 2.765859e-06
6.123852e+02, 9.549394e-06, 2.913978e-06
6.134106e+02, 9.204750e-06, 2.682122e-06
6.144361e+02, 8.444396e-06, 2.494239e-06
6.154615e+02, 8.176480e-06, 2.492555e-06
6.164870e+02, 6.871698e-06, 2.546627e-06
6.175124e+02, 7.342962e-06, 2.365476e-06
6.185379e+02, 7.621151e-06, 2.660030e-06
6.195633e+02, 9.142488e-06, 2.400823e-06
6.205888e+02, 1.317234e-05, 2.270167e-06
6.216143e+02, 1.011017e-05, 2.269957e-06
6.226397e+02, 6.038390e-06, 2.248497e-06
6.236652e+02, 4.625226e-06, 2.553991e-06
6.246906e+02, 5.483061e-06, 2.735141e-06
6.257161e+02, 5.523731e-06, 2.422914e-06
6.267415e+02, 5.619116e-06, 2.478459e-06
6.277670e+02, 6.148869e-06, 2.465835e-06
6.287925e+02, 6.410496e-06, 2.548100e-06
6.298179e+02, 8.334546e-06, 2.459313e-06
6.308434e+02, 1.029340e-05, 2.437432e-06
6.318688e+02, 9.871187e-06, 2.352853e-06
6.328943e+02, 7.946508e-06, 2.454684e-06
6.339197e+02, 1.707390e-05, 2.749027e-06
6.349452e+02, 4.721156e-05, 2.777641e-06
6.359706e+02, 4.335570e-05, 2.348014e-06
6.369961e+02, 1.365556e-05, 2.634783e-06
6.380216e+02, 9.117332e-06, 2.456157e-06
6.390470e+02, 1.282372e-05, 2.039784e-06
6.400725e+02, 1.414946e-05, 2.408187e-06
6.410979e+02, 1.118268e-05, 2.381256e-06
6.421234e+02, 9.112929e-06, 2.046096e-06
6.431488e+02, 8.600995e-06, 2.023373e-06
6.441743e+02, 9.554425e-06, 2.165601e-06
6.451998e+02, 8.428044e-06, 2.607431e-06
6.462252e+02, 8.581709e-06, 2.647617e-06
6.472507e+02, 9.743728e-06, 2.607852e-06
6.482761e+02, 1.016174e-05, 2.727146e-06
6.493016e+02, 1.068206e-05, 2.651194e-06
6.503270e+02, 1.159042e-05, 2.663396e-06
6.513525e+02, 1.140049e-05, 2.364845e-06
6.523779e+02, 1.259584e-05, 2.160972e-06
6.534034e+02, 1.199796e-05, 2.503706e-06
6.544289e+02, 1.147219e-05, 2.168336e-06
6.554543e+02, 1.340022e-05, 2.115316e-06
6.564798e+02, 1.462576e-05, 2.261120e-06
6.575052e+02, 1.519367e-05, 2.317086e-06
6.585307e+02, 1.414275e-05, 2.188744e-06
6.595561e+02, 1.475448e-05, 2.804572e-06
6.605816e+02, 1.648147e-05, 2.641095e-06
6.616071e+02, 1.330840e-05, 2.197791e-06
6.626325e+02, 1.296480e-05, 2.372209e-06
6.636580e+02, 1.220843e-05, 2.606169e-06
6.646834e+02, 1.178916e-05, 2.844968e-06
6.657089e+02, 1.094222e-05, 2.839918e-06
6.667343e+02, 1.052798e-05, 2.685278e-06
6.677598e+02, 9.064503e-06, 2.699795e-06
6.687852e+02, 8.198282e-06, 2.664448e-06
6.698107e+02, 6.815515e-06, 2.750079e-06
6.708362e+02, 6.878197e-06, 2.615426e-06
6.718616e+02, 6.417624e-06, 2.710525e-06
6.728871e+02, 6.139854e-06, 2.455105e-06
6.739125e+02, 6.163334e-06, 2.530847e-06
6.749380e+02, 7.302293e-06, 2.603013e-06
6.759634e+02, 6.546341e-06, 2.472568e-06
6.769889e+02, 5.458533e-06, 2.483298e-06
6.780144e+02, 5.777601e-06, 2.279635e-06
6.790398e+02, 6.321191e-06, 2.614795e-06
6.800653e+02, 6.292680e-06, 2.362952e-06
6.810907e+02, 5.649303e-06, 2.400823e-06
6.821162e+02, 5.071962e-06, 2.504548e-06
6.831416e+02, 6.179685e-06, 2.362952e-06
6.841671e+02, 6.580302e-06, 2.607431e-06
6.851925e+02, 6.278005e-06, 2.835079e-06
6.862180e+02, 7.225146e-06, 2.756391e-06
6.872435e+02, 7.571257e-06, 2.504969e-06
6.882689e+02, 9.724651e-06, 2.272692e-06
6.892944e+02, 9.086515e-06, 2.373892e-06
6.903198e+02, 7.461198e-06, 2.928705e-06
6.913453e+02, 6.391838e-06, 2.731144e-06
6.923707e+02, 1.073720e-05, 2.460996e-06
6.933962e+02, 1.300212e-05, 2.470464e-06
6.944217e+02, 7.522621e-06, 2.517803e-06
6.954471e+02, 6.488062e-06, 2.682542e-06
6.964726e+02, 5.805902e-06, 2.831713e-06
6.974980e+02, 6.287649e-06, 3.029695e-06
6.985235e+02, 6.907965e-06, 2.858433e-06
6.995489e+02, 6.609232e-06, 2.993717e-06
7.005744e+02, 5.710098e-06, 3.053680e-06
7.015998e+02, 5.750768e-06, 2.491503e-06
7.026253e+02, 5.802758e-06, 2.515909e-06
7.036508e+02, 6.343202e-06, 2.259648e-06
7.046762e+02, 5.933571e-06, 2.259227e-06
7.057017e+02, 5.587041e-06, 2.061876e-06
7.067271e+02, 7.187411e-06, 1.999178e-06
7.077526e+02, 7.950491e-06, 2.562827e-06
7.087780e+02, 6.722646e-06, 2.451107e-06
7.098035e+02, 7.530588e-06, 1.987817e-06
7.108290e+02, 8.747532e-06, 2.696218e-06
7.118544e+02, 1.027055e-05, 2.234821e-06
7.128799e+02, 1.041331e-05, 2.304672e-06
7.139053e+02, 9.783559e-06, 2.584077e-06
7.149308e+02, 1.003470e-05, 2.273744e-06
7.159562e+02, 1.199838e-05, 2.588285e-06
7.169817e+02, 9.842676e-06, 2.657926e-06
7.180071e+02, 8.315889e-06, 2.718310e-06
7.190326e+02, 8.629715e-06, 2.718941e-06
7.200581e+02, 1.015294e-05, 2.924076e-06
7.210835e+02, 8.551101e-06, 2.276900e-06
7.221090e+02, 9.274350e-06, 2.088806e-06
7.231344e+02, 8.970795e-06, 2.314982e-06
7.241599e+02, 8.635585e-06, 2.596491e-06
7.251853e+02, 7.900807e-06, 2.452159e-06
7.262108e+02, 7.196426e-06, 2.780166e-06
7.272363e+02, 7.881520e-06, 2.644040e-06
7.282617e+02, 9.024672e-06, 2.224511e-06
7.292872e+02, 9.480004e-06, 2.385885e-06
7.303126e+02, 9.891941e-06, 2.525798e-06
7.313381e+02, 1.174786e-05, 2.434276e-06
7.323635e+02, 1.151600e-05, 2.479932e-06
7.333890e+02, 1.278703e-05, 2.494659e-06
7.344144e+02, 1.239291e-05, 2.276269e-06
7.354399e+02, 1.327045e-05, 2.280266e-06
7.364654e+02, 1.444987e-05, 2.347382e-06
7.374908e+02, 1.229941e-05, 2.156764e-06
7.385163e+02, 1.325683e-05, 2.438484e-06
7.395417e+02, 1.295516e-05, 2.897567e-06
7.405672e+02, 1.060932e-05, 2.381467e-06
7.415926e+02, 1.348743e-05, 2.654139e-06
7.426181e+02, 1.434275e-05, 2.946589e-06
7.436436e+02, 1.019403e-05, 2.646775e-06
7.446690e+02, 9.473296e-06, 2.348014e-06
7.456945e+02, 1.205016e-05, 2.066504e-06
7.467199e+02, 1.183171e-05, 2.089227e-06
7.477454e+02, 8.693445e-06, 1.901554e-06
7.487708e+02, 8.238113e-06, 2.256912e-06
7.497963e+02, 1.879964e-05, 2.322135e-06
7.508217e+02, 3.211810e-05, 2.297519e-06
7.518472e+02, 2.013712e-05, 2.545575e-06
7.528727e+02, 9.983972e-06, 2.513805e-06
7.538981e+02, 1.080701e-05, 2.299833e-06
7.549236e+02, 1.347569e-05, 2.386726e-06
7.559490e+02, 1.633116e-05, 2.184957e-06
7.569745e+02, 1.807869e-05, 2.464573e-06
7.579999e+02, 1.734119e-05, 2.375365e-06
7.590254e+02, 1.416477e-05, 2.581973e-06
7.600509e+02, 1.214156e-05, 2.441850e-06
7.610763e+02, 1.306669e-05, 2.115527e-06
7.621018e+02, 1.313629e-05, 2.340229e-06
7.631272e+02, 1.507795e-05, 2.305514e-06
7.641527e+02, 1.715608e-05, 2.333286e-06
7.651781e+02, 2.185342e-05, 2.337704e-06
7.662036e+02, 1.711268e-05, 2.684646e-06
7.672290e+02, 1.547374e-05, 2.265749e-06
7.682545e+02, 1.471800e-05, 2.204524e-06
7.692800e+02, 1.463540e-05, 2.326343e-06
7.703054e+02, 1.449474e-05, 2.321504e-06
7.713309e+02, 1.538590e-05, 2.520959e-06
7.723563e+02, 1.530331e-05, 2.633520e-06
7.733818e+02, 1.208810e-05, 2.695377e-06
7.744072e+02, 1.029067e-05, 2.712839e-06
7.754327e+02, 1.226524e-05, 2.759758e-06
7.764582e+02, 1.182480e-05, 2.192531e-06
7.774836e+02, 1.129085e-05, 2.439325e-06
7.785091e+02, 1.218956e-05, 2.328026e-06
7.795345e+02, 1.189481e-05, 2.083967e-06
7.805600e+02, 1.100134e-05, 2.333496e-06
7.815854e+02, 1.008229e-05, 2.649510e-06
7.826109e+02, 8.353204e-06, 2.712419e-06
7.836363e+02, 1.091497e-05, 2.401665e-06
7.846618e+02, 1.204827e-05, 2.447741e-06
7.856873e+02, 1.180719e-05, 2.794262e-06
7.867127e+02, 1.068269e-05, 2.432803e-06
7.877382e+02, 9.850223e-06, 2.446689e-06
7.887636e+02, 1.040052e-05, 2.228299e-06
7.897891e+02, 9.981875e-06, 2.699795e-06
7.908145e+02, 8.462635e-06, 2.548100e-06
7.918400e+02, 5.984723e-06, 2.106269e-06
7.928655e+02, 6.305468e-06, 2.119524e-06
7.938909e+02, 8.904550e-06, 2.530847e-06
7.949164e+02, 8.801199e-06, 2.280266e-06
7.959418e+02, 7.988435e-06, 2.141616e-06
7.969673e+02, 7.890954e-06, 2.315613e-06
7.979927e+02, 8.632231e-06, 2.228930e-06
7.990182e+02, 8.469133e-06, 2.255650e-06
8.000436e+02, 8.364524e-06, 2.168126e-06
8.010691e+02, 1.005064e-05, 1.848745e-06
8.020946e+02, 8.948783e-06, 2.235662e-06
8.031200e+02, 9.340595e-06, 2.494028e-06
8.041455e+02, 1.177113e-05, 2.500761e-06
8.051709e+02, 9.037879e-06, 2.034735e-06
8.061964e+02, 7.135212e-06, 2.139512e-06
8.072218e+02, 1.606513e-05, 2.379363e-06
8.082473e+02, 4.114696e-05, 2.280266e-06
8.092728e+02, 3.551590e-05, 2.087334e-06
8.102982e+02, 1.059674e-05, 2.210836e-06
8.113237e+02, 7.515703e-06, 2.456367e-06
8.123491e+02, 7.677124e-06, 2.495501e-06
8.133746e+02, 6.697909e-06, 2.434907e-06
8.144000e+02, 6.049501e-06, 2.608694e-06
8.154255e+02, 5.880743e-06, 2.538632e-06
8.164509e+02, 5.644901e-06, 2.417444e-06
8.174764e+02, 5.555596e-06, 2.189375e-06
8.185019e+02, 5.396691e-06, 2.660241e-06
8.195273e+02, 5.066512e-06, 2.847282e-06
8.205528e+02, 5.974031e-06, 2.278373e-06
8.215782e+02, 6.389952e-06, 2.569139e-06
8.226037e+02, 6.591623e-06, 2.247445e-06
8.236291e+02, 6.034826e-06, 2.163286e-06
8.246546e+02, 4.512441e-06, 2.527481e-06
8.256801e+02, 5.386628e-06, 2.308249e-06
8.267055e+02, 5.867116e-06, 2.468991e-06
8.277310e+02, 7.909821e-06, 2.339177e-06
8.287564e+02, 7.914433e-06, 2.475934e-06
8.297819e+02, 8.027008e-06, 2.419969e-06
8.308073e+02, 7.904580e-06, 2.137408e-06
8.318328e+02, 5.868584e-06, 2.719572e-06
8.328582e+02, 5.643643e-06, 2.787530e-06
8.338837e+02, 6.207358e-06, 2.667604e-06
8.349092e+02, 6.214485e-06, 2.417444e-06
8.359346e+02, 6.576529e-06, 2.253967e-06
8.369601e+02, 6.958697e-06, 2.212098e-06
8.379855e+02, 5.797936e-06, 2.281949e-06
8.390110e+02, 5.597733e-06, 2.373892e-06
8.400364e+02, 5.162735e-06, 2.284053e-06
8.410619e+02, 4.830041e-06, 1.941319e-06
8.420874e+02, 5.678024e-06, 2.185799e-06
8.431128e+02, 4.968611e-06, 2.401875e-06
8.441383e+02, 4.530889e-06, 2.255440e-06
8.451637e+02, 4.984544e-06, 2.296677e-06
8.461892e+02, 5.043661e-06, 2.023794e-06
8.472146e+02, 5.976337e-06, 2.057457e-06
8.482401e+02, 6.497495e-06, 2.275638e-06
8.492655e+02, 6.766041e-06, 2.230192e-06
8.502910e+02, 8.536637e-06, 2.158237e-06
8.513165e+02, 1.000850e-05, 2.193583e-06
8.523419e+02, 8.465779e-06, 2.131727e-06
8.533674e+02, 7.250512e-06, 2.302358e-06
8.543928e+02, 6.080737e-06, 2.300675e-06
8.554183e+02, 6.443409e-06, 2.289734e-06
8.564437e+02, 6.184297e-06, 2.390514e-06
8.574692e+02, 7.331223e-06, 2.077655e-06
8.584947e+02, 8.059922e-06, 2.043361e-06
8.595201e+02, 7.315081e-06, 2.150873e-06
8.605456e+02, 8.962829e-06, 2.590389e-06
8.615710e+02, 1.029193e-05, 2.659189e-06
8.625965e+02, 9.045426e-06, 2.395353e-06
8.636219e+02, 1.159482e-05, 2.362531e-06
8.646474e+02, 1.429747e-05, 2.719362e-06
8.656728e+02, 2.709603e-05, 2.622369e-06
8.666983e+02, 3.257825e-05, 2.437642e-06
8.677238e+02, 1.703910e-05, 2.135935e-06
8.687492e+02, 1.185331e-05, 2.209573e-06
8.697747e+02, 1.170656e-05, 2.324239e-06
8.708001e+02, 1.577939e-05, 2.487295e-06
8.718256e+02, 1.144032e-05, 2.456578e-06
8.728510e+02, 6.796019e-06, 2.648458e-06
8.738765e+02, 6.268991e-06, 2.631627e-06
8.749020e+02, 6.311128e-06, 2.478459e-06
8.759274e+02, 5.962292e-06, 2.690748e-06
8.769529e+02, 5.957889e-06, 2.463731e-06
8.779783e+02, 5.838396e-06, 2.838656e-06
8.790038e+02, 5.726869e-06, 2.540526e-06
8.800292e+02, 6.079269e-06, 2.275638e-06
8.810547e+02, 5.408430e-06, 2.344437e-06
8.820801e+02, 5.438199e-06, 2.067556e-06
8.831056e+02, 5.683265e-06, 2.331182e-06
8.841311e+02, 5.738609e-06, 2.852542e-06
8.851565e+02, 7.019492e-06, 2.620265e-06
8.861820e+02, 7.445685e-06, 2.421442e-06
8.872074e+02, 9.291959e-06, 2.712839e-06
8.882329e+02, 1.004330e-05, 2.680439e-06
8.892583e+02, 1.101119e-05, 2.302568e-06
8.902838e+02, 1.134515e-05, 2.406714e-06
8.913093e+02, 1.039046e-05, 2.153187e-06
8.923347e+02, 7.750707e-06, 2.282581e-06
8.933602e+02, 6.015540e-06, 2.543471e-06
8.943856e+02, 6.537117e-06, 2.346962e-06
8.954111e+02, 7.696830e-06, 1.975193e-06
8.964365e+02, 8.974569e-06, 1.997495e-06
8.974620e+02, 9.023414e-06, 2.413447e-06
8.984874e+02, 7.577546e-06, 2.668867e-06
8.995129e+02, 1.079380e-05, 2.603223e-06
9.005384e+02, 1.164367e-05, 2.635835e-06
9.015638e+02, 9.443108e-06, 2.536318e-06
9.025893e+02, 1.210445e-05, 2.087965e-06
9.036147e+02, 1.586346e-05, 2.180539e-06
9.046402e+02, 1.724056e-05, 2.039153e-06
9.056656e+02, 1.726258e-05, 2.425018e-06
9.066911e+02, 1.640201e-05, 2.443112e-06
9.077166e+02, 1.564942e-05, 2.465204e-06
9.087420e+02, 1.438593e-05, 2.130675e-06
9.097675e+02, 1.227594e-05, 2.344647e-06
9.107929e+02, 1.143319e-05, 2.255019e-06
9.118184e+02, 1.076529e-05, 2.322766e-06
9.128438e+02, 1.066676e-05, 2.224511e-06
9.138693e+02, 9.413130e-06, 2.513174e-06
9.148947e+02, 7.678591e-06, 2.190217e-06
9.159202e+02, 7.027668e-06, 2.343175e-06
9.169457e+02, 6.466888e-06, 2.313298e-06
9.179711e+02, 6.626842e-06, 2.194215e-06
9.189966e+02, 7.358266e-06, 2.223670e-06
9.200220e+02, 8.927400e-06, 2.228930e-06
9.210475e+02, 1.144913e-05, 2.269115e-06
9.220729e+02, 1.087870e-05, 2.349486e-06
9.230984e+02, 1.932373e-05, 2.332024e-06
9.241239e+02, 3.299941e-05, 2.313930e-06
9.251493e+02, 2.191568e-05, 2.411343e-06
9.261748e+02, 9.835968e-06, 1.876938e-06
9.272002e+02, 1.049591e-05, 1.884092e-06
9.282257e+02, 1.434715e-05, 2.278373e-06
9.292511e+02, 1.377861e-05, 2.040836e-06
9.302766e+02, 1.285600e-05, 2.129623e-06
9.313020e+02, 1.258263e-05, 2.272692e-06
9.323275e+02, 1.560875e-05, 2.403137e-06
9.333530e+02, 1.438279e-05, 2.316454e-06
9.343784e+02, 1.368491e-05, 2.366318e-06
9.354039e+02, 1.209271e-05, 2.582184e-06
9.364293e+02, 1.017369e-05, 2.310142e-06
9.374548e+02, 1.127156e-05, 2.334338e-06
9.384802e+02, 1.150112e-05, 1.854847e-06
9.395057e+02, 1.252771e-05, 2.083967e-06
9.405312e+02, 1.302120e-05, 2.166442e-06
9.415566e+02, 1.347171e-05, 2.362531e-06
9.425821e+02, 1.339854e-05, 2.495290e-06
9.436075e+02, 1.147764e-05, 2.442692e-06
9.446330e+02, 8.334127e-06, 2.118683e-06
9.456584e+02, 5.761250e-06, 2.346541e-06
9.466839e+02, 4.822494e-06, 2.423546e-06
9.477093e+02, 5.391240e-06, 2.472778e-06
9.487348e+02, 4.801950e-06, 2.612481e-06
9.497603e+02, 5.642595e-06, 2.329709e-06
9.507857e+02, 6.869182e-06, 2.259016e-06
9.518112e+02, 7.240450e-06, 2.203893e-06
9.528366e+02, 7.462875e-06, 2.391355e-06
9.538621e+02, 8.753611e-06, 2.552728e-06
9.548875e+02, 9.793831e-06, 2.295625e-06
9.559130e+02, 9.801587e-06, 2.024636e-06
9.569385e+02, 1.018795e-05, 1.729661e-06
9.579639e+02, 8.768076e-06, 2.078707e-06
9.589894e+02, 7.359943e-06, 2.353063e-06
9.600148e+02, 5.767748e-06, 2.105428e-06
9.610403e+02, 6.244673e-06, 2.018745e-06
9.620657e+02, 6.601476e-06, 1.949525e-06
9.630912e+02, 6.506510e-06, 2.143509e-06
9.641166e+02, 6.071093e-06, 1.945106e-06
9.651421e+02, 6.341106e-06, 2.325712e-06
9.661676e+02, 6.689942e-06, 2.364214e-06
9.671930e+02, 7.475243e-06, 2.435328e-06
9.682185e+02, 7.281119e-06, 2.399981e-06
9.692439e+02, 7.470841e-06, 2.209573e-06
9.702694e+02, 6.673171e-06, 1.856951e-06
9.712948e+02, 7.116554e-06, 2.121418e-06
9.723203e+02, 8.603301e-06, 2.442481e-06
9.733458e+02, 9.194059e-06, 2.426281e-06
9.743712e+02, 1.005755e-05, 2.235242e-06
9.753967e+02, 1.067787e-05, 2.136356e-06
9.764221e+02, 1.061896e-05, 2.306776e-06
9.774476e+02, 9.180642e-06, 2.371578e-06
9.784730e+02, 8.520285e-06, 2.189375e-06
9.794985e+02, 9.032848e-06, 2.435328e-06
9.805239e+02, 7.040037e-06, 2.501813e-06
9.815494e+02, 6.920753e-06, 2.418286e-06
9.825749e+02, 7.075675e-06, 2.264066e-06
9.836003e+02, 5.009071e-06, 1.915861e-06
9.846258e+02, 4.793564e-06, 1.994339e-06
9.856512e+02, 4.412025e-06, 2.089648e-06
9.866767e+02, 6.031053e-06, 2.628892e-06
9.877021e+02, 6.837317e-06, 2.559672e-06
9.887276e+02, 6.702730e-06, 2.441850e-06
9.897531e+02, 5.730852e-06, 2.405452e-06
9.907785e+02, 5.129613e-06, 2.209994e-06
9.918040e+02, 5.026052e-06, 2.469833e-06
9.928294e+02, 4.567575e-06, 2.260068e-06
9.938549e+02, 4.297772e-06, 2.239660e-06
9.948803e+02, 3.937825e-06, 2.142247e-06
9.959058e+02, 4.364018e-06, 2.057878e-06
9.969312e+02, 4.551014e-06, 2.473620e-06
9.979567e+02, 5.483900e-06, 3.208110e-06
9.989822e+02, 7.554486e-05, 4.406334e-05
1.000008e+03, 1.387997e-04, 8.114533e-05
