% Moku:SpectrumAnalyzer
% Ch 1 - DC coupling, 50 Ohm impedance, 20 dB attenuation
% Ch 2 - DC coupling, 50 Ohm impedance, 20 dB attenuation
% Start freq 0 Hz, stop freq 3.00 kHz, RBW 4.632 Hz (Minimum mode), Hanning window, Video filter off, 16 averages
% Internal 10 MHz clock
% Acquired 2019-02-08 T 14:53:32 +0900
% Frequency (Hz), Ch 1 (V/rtHz), Ch 2 (V/rtHz)
1.498364e+03, 3.051970e-06, 1.774591e-06
1.501392e+03, 3.060740e-06, 1.742583e-06
1.504419e+03, 3.246239e-06, 2.163225e-06
1.507447e+03, 3.477981e-06, 1.854345e-06
1.510474e+03, 3.736298e-06, 1.581475e-06
1.513502e+03, 4.121913e-06, 1.837274e-06
1.516529e+03, 3.082532e-06, 1.664696e-06
1.519557e+03, 1.742578e-06, 1.658561e-06
1.522585e+03, 1.822837e-06, 1.713775e-06
1.525612e+03, 2.294824e-06, 1.683901e-06
1.528640e+03, 2.184003e-06, 1.751919e-06
1.531667e+03, 2.039696e-06, 2.016520e-06
1.534695e+03, 2.132977e-06, 2.060265e-06
1.537722e+03, 1.861638e-06, 2.292858e-06
1.540750e+03, 2.089393e-06, 2.006651e-06
1.543777e+03, 2.690273e-06, 2.043460e-06
1.546805e+03, 2.808801e-06, 1.968775e-06
1.549832e+03, 2.633400e-06, 1.788728e-06
1.552860e+03, 2.507962e-06, 2.099208e-06
1.555887e+03, 2.097365e-06, 1.980244e-06
1.558915e+03, 1.977774e-06, 1.608148e-06
1.561943e+03, 2.069992e-06, 2.037592e-06
1.564970e+03, 2.148125e-06, 2.153889e-06
1.567998e+03, 2.043417e-06, 2.440096e-06
1.571025e+03, 2.305986e-06, 2.239511e-06
1.574053e+03, 2.530817e-06, 2.213638e-06
1.577080e+03, 2.139621e-06, 2.200834e-06
1.580108e+03, 2.138027e-06, 2.441163e-06
1.583135e+03, 2.195165e-06, 2.561994e-06
1.586163e+03, 2.008868e-06, 1.986913e-06
1.589190e+03, 2.139887e-06, 1.452908e-06
1.592218e+03, 2.520984e-06, 1.538797e-06
1.595245e+03, 1.877318e-06, 1.214713e-06
1.598273e+03, 2.251771e-06, 1.234185e-06
1.601301e+03, 2.343724e-06, 1.905025e-06
1.604328e+03, 1.877318e-06, 2.080270e-06
1.607356e+03, 1.861106e-06, 1.878618e-06
1.610383e+03, 2.037570e-06, 1.932499e-06
1.613411e+03, 2.219083e-06, 2.045594e-06
1.616438e+03, 2.553407e-06, 2.088272e-06
1.619466e+03, 2.632603e-06, 1.790595e-06
1.622493e+03, 2.251771e-06, 1.432103e-06
1.625521e+03, 2.314756e-06, 1.491852e-06
1.628548e+03, 1.925686e-06, 1.781793e-06
1.631576e+03, 2.376412e-06, 1.600680e-06
1.634603e+03, 1.941100e-06, 1.353683e-06
1.637631e+03, 1.638135e-06, 1.449707e-06
1.640659e+03, 2.196228e-06, 1.778325e-06
1.643686e+03, 2.471553e-06, 1.721244e-06
1.646714e+03, 2.535867e-06, 1.879952e-06
1.649741e+03, 2.322994e-06, 1.917828e-06
1.652769e+03, 2.394749e-06, 1.667897e-06
1.655796e+03, 2.419465e-06, 1.330743e-06
1.658824e+03, 2.465175e-06, 1.705773e-06
1.661851e+03, 1.888214e-06, 1.964507e-06
1.664879e+03, 2.152377e-06, 2.223774e-06
1.667906e+03, 2.675124e-06, 1.902091e-06
1.670934e+03, 3.127179e-06, 2.004784e-06
1.673961e+03, 3.709456e-06, 2.030124e-06
1.676989e+03, 3.608734e-06, 1.936233e-06
1.680016e+03, 4.919986e-06, 1.974376e-06
1.683044e+03, 3.585878e-06, 1.827405e-06
1.686072e+03, 3.967508e-06, 1.800464e-06
1.689099e+03, 4.161777e-06, 2.052529e-06
1.692127e+03, 4.002853e-06, 1.826338e-06
1.695154e+03, 5.401540e-06, 1.842609e-06
1.698182e+03, 6.916097e-06, 1.970375e-06
1.701209e+03, 6.544035e-06, 1.973843e-06
1.704237e+03, 7.554715e-06, 1.817802e-06
1.707264e+03, 8.640604e-06, 1.528394e-06
1.710292e+03, 8.817865e-06, 1.725245e-06
1.713319e+03, 6.668145e-06, 1.902891e-06
1.716347e+03, 5.192654e-06, 1.725512e-06
1.719374e+03, 5.652416e-06, 1.714309e-06
1.722402e+03, 4.257184e-06, 2.059198e-06
1.725430e+03, 3.999133e-06, 2.060532e-06
1.728457e+03, 3.640359e-06, 1.686568e-06
1.731485e+03, 3.906117e-06, 1.854612e-06
1.734512e+03, 3.728059e-06, 1.877551e-06
1.737540e+03, 3.556114e-06, 1.505188e-06
1.740567e+03, 4.448530e-06, 1.500387e-06
1.743595e+03, 4.231937e-06, 1.519859e-06
1.746622e+03, 3.586676e-06, 1.722044e-06
1.749650e+03, 4.015078e-06, 1.547866e-06
1.752677e+03, 3.610328e-06, 1.613750e-06
1.755705e+03, 3.224181e-06, 1.833006e-06
1.758732e+03, 2.379601e-06, 1.739382e-06
1.761760e+03, 2.232637e-06, 1.661229e-06
1.764788e+03, 2.797373e-06, 1.519592e-06
1.767815e+03, 3.374069e-06, 1.565737e-06
1.770843e+03, 3.243316e-06, 1.721244e-06
1.773870e+03, 2.959752e-06, 1.887153e-06
1.776898e+03, 3.841804e-06, 1.892221e-06
1.779925e+03, 3.788918e-06, 1.988780e-06
1.782953e+03, 2.914307e-06, 1.889021e-06
1.785980e+03, 3.287166e-06, 1.472380e-06
1.789008e+03, 3.597040e-06, 1.130958e-06
1.792035e+03, 3.537510e-06, 1.543331e-06
1.795063e+03, 3.260059e-06, 1.875150e-06
1.798090e+03, 2.917230e-06, 2.031457e-06
1.801118e+03, 3.120004e-06, 1.834873e-06
1.804146e+03, 2.777973e-06, 1.881019e-06
1.807173e+03, 2.347444e-06, 1.673765e-06
1.810201e+03, 2.140684e-06, 1.438771e-06
1.813228e+03, 2.289775e-06, 1.885020e-06
1.816256e+03, 2.343458e-06, 1.958639e-06
1.819283e+03, 2.664494e-06, 1.429435e-06
1.822311e+03, 2.402456e-06, 1.667097e-06
1.825338e+03, 2.076636e-06, 1.842875e-06
1.828366e+03, 2.635526e-06, 1.737782e-06
1.831393e+03, 2.753789e-06, 1.237386e-06
1.834421e+03, 2.431690e-06, 1.126424e-06
1.837448e+03, 2.101618e-06, 1.280597e-06
1.840476e+03, 2.210047e-06, 1.954638e-06
1.843504e+03, 1.873065e-06, 2.550258e-06
1.846531e+03, 2.281270e-06, 2.223240e-06
1.849559e+03, 2.320868e-06, 2.078403e-06
1.852586e+03, 1.853665e-06, 1.939967e-06
1.855614e+03, 2.478197e-06, 1.521459e-06
1.858641e+03, 2.322463e-06, 1.751919e-06
1.861669e+03, 2.201011e-06, 2.095474e-06
1.864696e+03, 2.575465e-06, 2.008518e-06
1.867724e+03, 2.404051e-06, 1.743116e-06
1.870751e+03, 1.933393e-06, 1.506522e-06
1.873779e+03, 2.297747e-06, 1.356617e-06
1.876806e+03, 2.429032e-06, 1.281664e-06
1.879834e+03, 2.101618e-06, 1.463844e-06
1.882862e+03, 1.788820e-06, 1.608415e-06
1.885889e+03, 2.012057e-06, 1.950637e-06
1.888917e+03, 1.796793e-06, 2.014120e-06
1.891944e+03, 1.995580e-06, 1.659628e-06
1.894972e+03, 1.954919e-06, 1.990113e-06
1.897999e+03, 2.068132e-06, 1.909026e-06
1.901027e+03, 2.055641e-06, 1.926897e-06
1.904054e+03, 1.823900e-06, 1.957838e-06
1.907082e+03, 1.831076e-06, 1.793263e-06
1.910109e+03, 2.493080e-06, 1.647892e-06
1.913137e+03, 2.346647e-06, 1.908759e-06
1.916164e+03, 1.972193e-06, 1.927697e-06
1.919192e+03, 1.990796e-06, 1.940234e-06
1.922219e+03, 2.169918e-06, 1.696971e-06
1.925247e+03, 2.166994e-06, 1.864214e-06
1.928275e+03, 1.901502e-06, 2.245113e-06
1.931302e+03, 1.665508e-06, 1.887420e-06
1.934330e+03, 1.992657e-06, 1.805532e-06
1.937357e+03, 2.207655e-06, 1.718577e-06
1.940385e+03, 1.698994e-06, 1.570272e-06
1.943412e+03, 1.792806e-06, 1.421967e-06
1.946440e+03, 1.778455e-06, 1.819403e-06
1.949467e+03, 1.709890e-06, 1.837541e-06
1.952495e+03, 1.896984e-06, 1.911160e-06
1.955522e+03, 1.742578e-06, 1.837274e-06
1.958550e+03, 1.916384e-06, 2.111745e-06
1.961577e+03, 2.045543e-06, 1.625753e-06
1.964605e+03, 1.872800e-06, 1.737782e-06
1.967633e+03, 1.453699e-06, 1.839408e-06
1.970660e+03, 1.536615e-06, 1.716710e-06
1.973688e+03, 1.634946e-06, 1.563070e-06
1.976715e+03, 2.131914e-06, 1.463578e-06
1.979743e+03, 2.048997e-06, 1.278463e-06
1.982770e+03, 1.801311e-06, 1.423300e-06
1.985798e+03, 1.848616e-06, 1.755119e-06
1.988825e+03, 2.218286e-06, 1.726845e-06
1.991853e+03, 2.056439e-06, 1.758054e-06
1.994880e+03, 2.025345e-06, 2.259249e-06
1.997908e+03, 1.719989e-06, 2.209637e-06
2.000935e+03, 1.894326e-06, 2.012786e-06
2.003963e+03, 1.947744e-06, 2.051996e-06
2.006991e+03, 1.948807e-06, 1.974109e-06
2.010018e+03, 2.070790e-06, 1.988780e-06
2.013046e+03, 1.901236e-06, 2.087472e-06
2.016073e+03, 1.836656e-06, 2.006118e-06
2.019101e+03, 1.529440e-06, 1.756987e-06
2.022128e+03, 1.815927e-06, 1.474247e-06
2.025156e+03, 2.045543e-06, 1.517191e-06
2.028183e+03, 2.491751e-06, 1.782860e-06
2.031211e+03, 2.577591e-06, 1.732714e-06
2.034238e+03, 2.080091e-06, 1.629220e-06
2.037266e+03, 2.437271e-06, 1.964507e-06
2.040293e+03, 1.872268e-06, 2.026923e-06
2.043321e+03, 2.039164e-06, 2.084271e-06
2.046349e+03, 2.282068e-06, 1.936500e-06
2.049376e+03, 2.223867e-06, 1.715376e-06
2.052404e+03, 1.675873e-06, 1.516124e-06
2.055431e+03, 1.622189e-06, 1.648159e-06
2.058459e+03, 1.876786e-06, 1.384891e-06
2.061486e+03, 2.554736e-06, 1.694570e-06
2.064514e+03, 2.087001e-06, 1.826071e-06
2.067541e+03, 1.846224e-06, 1.738582e-06
2.070569e+03, 1.357760e-06, 1.767123e-06
2.073596e+03, 1.951198e-06, 1.917828e-06
2.076624e+03, 2.185863e-06, 1.804199e-06
2.079651e+03, 2.360732e-06, 1.595878e-06
2.082679e+03, 2.194899e-06, 1.605481e-06
2.085707e+03, 2.145734e-06, 1.608148e-06
2.088734e+03, 2.794716e-06, 1.606815e-06
2.091762e+03, 3.226042e-06, 1.632688e-06
2.094789e+03, 3.383636e-06, 1.896756e-06
2.097817e+03, 2.836705e-06, 1.848477e-06
2.100844e+03, 2.725618e-06, 1.647092e-06
2.103872e+03, 2.785414e-06, 1.423834e-06
2.106899e+03, 2.582109e-06, 1.151764e-06
2.109927e+03, 2.608153e-06, 1.235785e-06
2.112954e+03, 2.705687e-06, 1.290466e-06
2.115982e+03, 2.422388e-06, 1.794063e-06
2.119009e+03, 2.529754e-06, 1.499320e-06
2.122037e+03, 2.662899e-06, 1.377155e-06
2.125065e+03, 3.291418e-06, 1.452108e-06
2.128092e+03, 3.141265e-06, 1.551867e-06
2.131120e+03, 3.605279e-06, 1.564137e-06
2.134147e+03, 2.997489e-06, 1.372887e-06
2.137175e+03, 2.565898e-06, 1.222982e-06
2.140202e+03, 3.301251e-06, 1.463311e-06
2.143230e+03, 2.758307e-06, 1.600680e-06
2.146257e+03, 2.184003e-06, 1.537997e-06
2.149285e+03, 2.730934e-06, 1.679100e-06
2.152312e+03, 2.345850e-06, 1.578807e-06
2.155340e+03, 2.152377e-06, 1.497720e-06
2.158367e+03, 2.106933e-06, 1.864748e-06
2.161395e+03, 2.382524e-06, 1.870349e-06
2.164422e+03, 2.456671e-06, 1.821270e-06
2.167450e+03, 1.952793e-06, 1.994648e-06
2.170478e+03, 2.261604e-06, 1.977310e-06
2.173505e+03, 2.173372e-06, 2.217905e-06
2.176533e+03, 2.253631e-06, 1.780993e-06
2.179560e+03, 2.020827e-06, 1.630020e-06
2.182588e+03, 1.840111e-06, 1.607615e-06
2.185615e+03, 1.664179e-06, 1.374488e-06
2.188643e+03, 1.542993e-06, 1.619084e-06
2.191670e+03, 1.677201e-06, 1.817002e-06
2.194698e+03, 1.913726e-06, 1.704706e-06
2.197725e+03, 2.127396e-06, 1.639890e-06
2.200753e+03, 2.104541e-06, 1.847143e-06
2.203780e+03, 2.097897e-06, 1.659895e-06
2.206808e+03, 2.027205e-06, 1.762321e-06
2.209836e+03, 1.797590e-06, 1.775391e-06
2.212863e+03, 1.907348e-06, 1.680700e-06
2.215891e+03, 1.848616e-06, 2.069067e-06
2.218918e+03, 1.803437e-06, 1.867949e-06
2.221946e+03, 1.519075e-06, 1.522793e-06
2.224973e+03, 1.575682e-06, 1.477981e-06
2.228001e+03, 1.964486e-06, 1.594278e-06
2.231028e+03, 1.553890e-06, 1.600146e-06
2.234056e+03, 1.700854e-06, 1.531595e-06
2.237083e+03, 2.029066e-06, 1.772724e-06
2.240111e+03, 2.165665e-06, 1.699105e-06
2.243138e+03, 1.826026e-06, 1.801265e-06
2.246166e+03, 1.572227e-06, 1.858613e-06
2.249194e+03, 1.575682e-06, 1.610816e-06
2.252221e+03, 1.564254e-06, 1.550800e-06
2.255249e+03, 1.850742e-06, 1.429969e-06
2.258276e+03, 2.062551e-06, 1.649225e-06
2.261304e+03, 2.187458e-06, 1.762321e-06
2.264331e+03, 1.918776e-06, 1.609749e-06
2.267359e+03, 1.444663e-06, 1.537197e-06
2.270386e+03, 1.616077e-06, 1.798597e-06
2.273414e+03, 1.987076e-06, 1.753519e-06
2.276441e+03, 1.621658e-06, 1.700705e-06
2.279469e+03, 1.509242e-06, 1.519592e-06
2.282496e+03, 2.085938e-06, 1.601480e-06
2.285524e+03, 1.608370e-06, 1.723378e-06
2.288552e+03, 1.579934e-06, 2.044261e-06
2.291579e+03, 1.763839e-06, 2.095741e-06
2.294607e+03, 1.655409e-06, 1.870616e-06
2.297634e+03, 2.144405e-06, 1.480382e-06
2.300662e+03, 2.017638e-06, 1.487317e-06
2.303689e+03, 1.706966e-06, 1.329410e-06
2.306717e+03, 1.862435e-06, 1.489184e-06
2.309744e+03, 1.583123e-06, 1.264593e-06
2.312772e+03, 1.489842e-06, 1.613483e-06
2.315799e+03, 1.937645e-06, 2.194699e-06
2.318827e+03, 2.130851e-06, 1.591611e-06
2.321854e+03, 1.718660e-06, 1.580141e-06
2.324882e+03, 1.759055e-06, 1.343280e-06
2.327910e+03, 1.743641e-06, 1.612683e-06
2.330937e+03, 1.407191e-06, 1.835674e-06
2.333965e+03, 1.735403e-06, 1.619618e-06
2.336992e+03, 1.947744e-06, 1.544398e-06
2.340020e+03, 1.536084e-06, 1.728446e-06
2.343047e+03, 1.501269e-06, 1.722844e-06
2.346075e+03, 1.500472e-06, 1.603080e-06
2.349102e+03, 1.640793e-06, 1.547599e-06
2.352130e+03, 2.199151e-06, 1.604147e-06
2.355157e+03, 2.015512e-06, 1.950370e-06
2.358185e+03, 1.958374e-06, 1.681500e-06
2.361212e+03, 1.883164e-06, 1.513724e-06
2.364240e+03, 1.577011e-06, 1.680967e-06
2.367268e+03, 1.717065e-06, 1.398494e-06
2.370295e+03, 1.567177e-06, 1.373954e-06
2.373323e+03, 1.736466e-06, 1.776725e-06
2.376350e+03, 1.468581e-06, 1.911426e-06
2.379378e+03, 1.286802e-06, 1.555335e-06
2.382405e+03, 1.417024e-06, 1.566537e-06
2.385433e+03, 1.519607e-06, 1.682567e-06
2.388460e+03, 1.454496e-06, 1.754052e-06
2.391488e+03, 1.511900e-06, 1.358217e-06
2.394515e+03, 1.701917e-06, 1.503588e-06
2.397543e+03, 1.588704e-06, 1.281130e-06
2.400570e+03, 1.396295e-06, 1.042402e-06
2.403598e+03, 1.666837e-06, 1.241120e-06
2.406625e+03, 1.675075e-06, 1.398227e-06
2.409653e+03, 1.604118e-06, 1.357150e-06
2.412681e+03, 1.506585e-06, 1.359284e-06
2.415708e+03, 1.696602e-06, 1.345414e-06
2.418736e+03, 1.730087e-06, 1.516124e-06
2.421763e+03, 1.547777e-06, 1.539064e-06
2.424791e+03, 1.887416e-06, 1.777258e-06
2.427818e+03, 1.616874e-06, 1.906625e-06
2.430846e+03, 1.872534e-06, 2.071468e-06
2.433873e+03, 1.321617e-06, 1.865014e-06
2.436901e+03, 1.447320e-06, 1.296601e-06
2.439928e+03, 1.902033e-06, 1.587610e-06
2.442956e+03, 1.582591e-06, 1.435837e-06
2.445983e+03, 1.732479e-06, 1.365952e-06
2.449011e+03, 1.812472e-06, 1.417432e-06
2.452039e+03, 1.845427e-06, 1.750051e-06
2.455066e+03, 1.666837e-06, 1.390759e-06
2.458094e+03, 1.685706e-06, 1.577740e-06
2.461121e+03, 1.657535e-06, 1.881019e-06
2.464149e+03, 1.452370e-06, 1.529194e-06
2.467176e+03, 1.292649e-06, 1.557202e-06
2.470204e+03, 1.735934e-06, 1.278196e-06
2.473231e+03, 2.016043e-06, 1.355283e-06
2.476259e+03, 2.092848e-06, 1.428635e-06
2.479286e+03, 2.314224e-06, 1.818869e-06
2.482314e+03, 2.353025e-06, 1.598279e-06
2.485341e+03, 2.012854e-06, 1.311005e-06
2.488369e+03, 2.006742e-06, 1.752185e-06
2.491397e+03, 2.031723e-06, 2.051729e-06
2.494424e+03, 1.585515e-06, 1.517191e-06
2.497452e+03, 2.117829e-06, 1.110687e-06
2.500479e+03, 2.060691e-06, 1.457976e-06
2.503507e+03, 2.144405e-06, 1.545999e-06
2.506534e+03, 2.574402e-06, 1.654293e-06
2.509562e+03, 2.367110e-06, 1.769790e-06
2.512589e+03, 2.601775e-06, 1.619618e-06
2.515617e+03, 2.413884e-06, 1.359551e-06
2.518644e+03, 2.064411e-06, 1.425434e-06
2.521672e+03, 2.447369e-06, 1.533462e-06
2.524699e+03, 2.450558e-06, 1.210979e-06
2.527727e+03, 2.355683e-06, 1.398227e-06
2.530755e+03, 2.475274e-06, 1.785794e-06
2.533782e+03, 2.296419e-06, 1.578807e-06
2.536810e+03, 2.129522e-06, 1.680700e-06
2.539837e+03, 2.131914e-06, 1.931165e-06
2.542865e+03, 1.940834e-06, 1.507856e-06
2.545892e+03, 2.276487e-06, 1.523860e-06
2.548920e+03, 2.012057e-06, 1.783127e-06
2.551947e+03, 2.047403e-06, 1.549466e-06
2.554975e+03, 2.158756e-06, 1.574006e-06
2.558002e+03, 1.932595e-06, 1.584942e-06
2.561030e+03, 1.716002e-06, 1.619885e-06
2.564057e+03, 2.193304e-06, 1.153364e-06
2.567085e+03, 2.569087e-06, 1.749785e-06
2.570113e+03, 2.413352e-06, 2.160291e-06
2.573140e+03, 2.218551e-06, 1.611349e-06
2.576168e+03, 2.324855e-06, 1.368620e-06
2.579195e+03, 2.398204e-06, 1.182705e-06
2.582223e+03, 2.401925e-06, 1.368353e-06
2.585250e+03, 2.059096e-06, 1.385691e-06
2.588278e+03, 1.667900e-06, 1.576940e-06
2.591305e+03, 1.544854e-06, 1.578541e-06
2.594333e+03, 1.396561e-06, 1.341146e-06
2.597360e+03, 1.847553e-06, 1.339812e-06
2.600388e+03, 2.221740e-06, 1.695637e-06
2.603415e+03, 1.904691e-06, 1.519859e-06
2.606443e+03, 1.935784e-06, 1.172036e-06
2.609471e+03, 1.916916e-06, 1.487850e-06
2.612498e+03, 1.700322e-06, 1.638823e-06
2.615526e+03, 1.802374e-06, 1.725779e-06
2.618553e+03, 1.765965e-06, 1.731113e-06
2.621581e+03, 2.001161e-06, 1.356617e-06
2.624608e+03, 1.876786e-06, 1.321674e-06
2.627636e+03, 1.527314e-06, 2.021321e-06
2.630663e+03, 1.163490e-06, 2.077069e-06
2.633691e+03, 1.555750e-06, 1.264059e-06
2.636718e+03, 1.505787e-06, 1.405963e-06
2.639746e+03, 1.348724e-06, 1.411831e-06
2.642773e+03, 1.689426e-06, 1.309671e-06
2.645801e+03, 1.822306e-06, 1.652960e-06
2.648828e+03, 1.592159e-06, 1.665230e-06
2.651856e+03, 1.803437e-06, 1.452908e-06
2.654884e+03, 1.696602e-06, 1.978644e-06
2.657911e+03, 1.772609e-06, 1.995181e-06
2.660939e+03, 1.748159e-06, 1.571605e-06
2.663966e+03, 1.657535e-06, 1.588676e-06
2.666994e+03, 1.675341e-06, 1.768456e-06
2.670021e+03, 1.272451e-06, 1.747918e-06
2.673049e+03, 1.307266e-06, 1.596679e-06
2.676076e+03, 1.426591e-06, 1.737248e-06
2.679104e+03, 1.695805e-06, 1.636956e-06
2.682131e+03, 1.772343e-06, 1.946102e-06
2.685159e+03, 1.886353e-06, 1.745784e-06
2.688186e+03, 1.645576e-06, 1.683634e-06
2.691214e+03, 1.542462e-06, 1.630554e-06
2.694242e+03, 1.594816e-06, 1.845009e-06
2.697269e+03, 1.570101e-06, 1.699905e-06
2.700297e+03, 1.721583e-06, 1.327542e-06
2.703324e+03, 1.865358e-06, 1.498787e-06
2.706352e+03, 1.701120e-06, 1.626019e-06
2.709379e+03, 1.431906e-06, 1.651893e-06
2.712407e+03, 1.676138e-06, 1.595345e-06
2.715434e+03, 1.661256e-06, 1.520926e-06
2.718462e+03, 1.489044e-06, 1.537997e-06
2.721489e+03, 1.736466e-06, 1.651093e-06
2.724517e+03, 2.046340e-06, 1.715376e-06
2.727544e+03, 2.419199e-06, 1.529995e-06
2.730572e+03, 1.901767e-06, 1.289933e-06
2.733600e+03, 1.736466e-06, 1.713242e-06
2.736627e+03, 1.299559e-06, 1.628954e-06
2.739655e+03, 1.228601e-06, 1.686568e-06
2.742682e+03, 1.454762e-06, 1.879685e-06
2.745710e+03, 1.666305e-06, 1.759120e-06
2.748737e+03, 1.309658e-06, 1.626820e-06
2.751765e+03, 1.192990e-06, 1.503321e-06
2.754792e+03, 1.644513e-06, 1.221115e-06
2.757820e+03, 1.838517e-06, 1.342213e-06
2.760847e+03, 1.681985e-06, 1.510523e-06
2.763875e+03, 1.551763e-06, 1.560403e-06
2.766902e+03, 1.554155e-06, 1.638823e-06
2.769930e+03, 1.366264e-06, 1.602280e-06
2.772958e+03, 1.288663e-06, 1.782860e-06
2.775985e+03, 1.482401e-06, 1.521192e-06
2.779013e+03, 1.505521e-06, 1.501187e-06
2.782040e+03, 1.310455e-06, 1.262459e-06
2.785068e+03, 1.343143e-06, 1.637756e-06
2.788095e+03, 1.612091e-06, 1.627086e-06
2.791123e+03, 1.728759e-06, 1.532929e-06
2.794150e+03, 1.700322e-06, 1.765255e-06
2.797178e+03, 1.583123e-06, 1.855679e-06
2.800205e+03, 1.649031e-06, 1.648425e-06
2.803233e+03, 1.514823e-06, 1.590010e-06
2.806260e+03, 1.632022e-06, 1.483849e-06
2.809288e+03, 1.345535e-06, 1.637489e-06
2.812316e+03, 1.478946e-06, 1.592678e-06
2.815343e+03, 1.567709e-06, 1.274462e-06
2.818371e+03, 1.602789e-06, 1.358751e-06
2.821398e+03, 1.670292e-06, 1.232318e-06
2.824426e+03, 1.804765e-06, 1.418499e-06
2.827453e+03, 1.729822e-06, 1.592944e-06
2.830481e+03, 1.899907e-06, 1.613216e-06
2.833508e+03, 1.831607e-06, 1.437704e-06
2.836536e+03, 1.393371e-06, 1.502521e-06
2.839563e+03, 1.478946e-06, 1.393693e-06
2.842591e+03, 1.302748e-06, 1.500654e-06
2.845618e+03, 1.049746e-06, 1.316340e-06
2.848646e+03, 1.346864e-06, 1.301402e-06
2.851674e+03, 1.434830e-06, 1.438504e-06
2.854701e+03, 1.228867e-06, 1.628420e-06
2.857729e+03, 1.152860e-06, 1.418233e-06
2.860756e+03, 1.284942e-06, 1.577474e-06
2.863784e+03, 1.498878e-06, 1.756453e-06
2.866811e+03, 1.650360e-06, 1.401428e-06
2.869839e+03, 1.382741e-06, 1.347548e-06
2.872866e+03, 1.575416e-06, 1.375021e-06
2.875894e+03, 1.731150e-06, 1.634288e-06
2.878921e+03, 1.468581e-06, 1.866081e-06
2.881949e+03, 1.401876e-06, 1.561736e-06
2.884976e+03, 1.459280e-06, 1.390759e-06
2.888004e+03, 1.285739e-06, 1.683101e-06
2.891031e+03, 1.503395e-06, 1.814335e-06
2.894059e+03, 1.648765e-06, 1.313939e-06
2.897087e+03, 1.393106e-06, 1.384891e-06
2.900114e+03, 1.241623e-06, 1.615350e-06
2.903142e+03, 1.527845e-06, 1.729246e-06
2.906169e+03, 2.009665e-06, 1.396093e-06
2.909197e+03, 1.937645e-06, 1.757520e-06
2.912224e+03, 1.538476e-06, 1.782060e-06
2.915252e+03, 1.187674e-06, 1.801798e-06
2.918279e+03, 1.477883e-06, 1.464111e-06
2.921307e+03, 1.419416e-06, 1.820203e-06
2.924334e+03, 1.481869e-06, 1.973843e-06
2.927362e+03, 1.437753e-06, 1.364619e-06
2.930389e+03, 1.496751e-06, 1.473980e-06
2.933417e+03, 1.577011e-06, 1.767656e-06
2.936445e+03, 1.680922e-06, 1.512924e-06
2.939472e+03, 1.624581e-06, 1.362485e-06
2.942500e+03, 1.443334e-06, 1.338479e-06
2.945527e+03, 1.099974e-06, 1.671098e-06
2.948555e+03, 1.441208e-06, 2.168026e-06
2.951582e+03, 1.639995e-06, 1.879685e-06
2.954610e+03, 1.414101e-06, 1.387291e-06
2.957637e+03, 1.497814e-06, 1.683101e-06
2.960665e+03, 1.917447e-06, 1.606815e-06
2.963692e+03, 1.569569e-06, 1.360084e-06
2.966720e+03, 1.329855e-06, 1.784994e-06
2.969747e+03, 1.161630e-06, 1.785794e-06
2.972775e+03, 1.544056e-06, 1.344080e-06
2.975803e+03, 1.676404e-06, 1.529194e-06
2.978830e+03, 1.860043e-06, 1.645758e-06
2.981858e+03, 1.851273e-06, 1.375822e-06
2.984885e+03, 1.836656e-06, 1.282731e-06
2.987913e+03, 1.389385e-06, 1.581475e-06
2.990940e+03, 1.858714e-06, 2.254982e-06
2.993968e+03, 2.483778e-06, 1.644691e-06
2.996995e+03, 4.346984e-05, 2.822968e-05
3.000023e+03, 7.931241e-05, 5.250741e-05
