
3.000000e+01, -3.686395e-01, -2.488815e+00, -7.481303e+00, 1.697651e+02, 7.112664e+00, -1.722539e+02
2.980098e+01, -4.088776e-01, -2.600551e+00, -4.601064e+00, 1.717980e+02, 4.192186e+00, -1.743985e+02
2.960329e+01, -3.720406e-01, -2.558014e+00, -5.220241e+00, 1.780725e+02, 4.848201e+00, 1.793695e+02
2.940690e+01, -4.067181e-01, -2.238578e+00, -5.812034e+00, 1.707450e+02, 5.405316e+00, -1.729836e+02
2.921182e+01, -3.661349e-01, -1.999611e+00, -1.035960e+01, 1.520284e+02, 9.993467e+00, -1.540280e+02
2.901803e+01, -3.582520e-01, -2.279645e+00, -9.475710e+00, 1.704904e+02, 9.117458e+00, -1.727701e+02
2.882553e+01, -2.984724e-01, -2.153533e+00, -9.506743e+00, -1.717657e+02, 9.208271e+00, 1.696121e+02
2.863431e+01, -3.589768e-01, -2.315378e+00, -6.541565e+00, -1.799006e+02, 6.182588e+00, 1.775853e+02
2.844435e+01, -3.146752e-01, -2.510061e+00, -4.807056e+00, -1.714430e+02, 4.492380e+00, 1.689330e+02
2.825566e+01, -3.461985e-01, -2.397775e+00, -5.077592e+00, -1.738035e+02, 4.731394e+00, 1.714058e+02
2.806821e+01, -3.491691e-01, -2.583636e+00, -4.261511e+00, -1.739660e+02, 3.912342e+00, 1.713823e+02
2.788201e+01, -3.146827e-01, -2.298089e+00, -6.337514e+00, -1.687560e+02, 6.022831e+00, 1.664579e+02
2.769705e+01, -3.933095e-01, -2.454841e+00, -2.241586e+00, -1.741356e+02, 1.848277e+00, 1.716808e+02
2.751331e+01, -3.060285e-01, -2.327477e+00, -3.505878e+00, -1.625681e+02, 3.199849e+00, 1.602406e+02
2.733079e+01, -3.466133e-01, -2.030019e+00, -3.680563e+00, -1.726811e+02, 3.333950e+00, 1.706511e+02
2.714948e+01, -4.036631e-01, -2.272287e+00, -1.201949e+00, -1.722084e+02, 7.982854e-01, 1.699361e+02
2.696937e+01, -2.779389e-01, -1.798262e+00, -6.716111e+00, -1.608960e+02, 6.438172e+00, 1.590977e+02
2.679046e+01, -4.191710e-01, -1.510584e+00, -8.883285e+00, 1.520469e+02, 8.464114e+00, -1.535575e+02
2.661274e+01, -4.088571e-01, -1.741377e+00, -7.265540e+00, 1.661999e+02, 6.856683e+00, -1.679413e+02
