3.000000e+01, -4.222616e-01, -2.053954e+00, -2.861995e+01, -1.155249e+02, 2.819769e+01, 1.134709e+02
2.980098e+01, -4.059635e-01, -1.750690e+00, -3.052961e+01, -1.127414e+02, 3.012365e+01, 1.109907e+02
2.960329e+01, -3.949680e-01, -1.840789e+00, -2.935954e+01, -1.137915e+02, 2.896457e+01, 1.119507e+02
2.940690e+01, -3.787092e-01, -1.969271e+00, -2.961243e+01, -1.076759e+02, 2.923372e+01, 1.057067e+02
2.921182e+01, -3.890864e-01, -1.658174e+00, -3.087850e+01, -1.098826e+02, 3.048941e+01, 1.082244e+02
2.901803e+01, -3.865020e-01, -2.106015e+00, -2.839553e+01, -1.104232e+02, 2.800903e+01, 1.083172e+02
2.882553e+01, -3.921744e-01, -2.156729e+00, -2.853087e+01, -1.095604e+02, 2.813870e+01, 1.074037e+02
2.863431e+01, -3.767976e-01, -1.977918e+00, -2.962276e+01, -1.073154e+02, 2.924596e+01, 1.053375e+02
2.844435e+01, -3.612275e-01, -1.463015e+00, -3.056363e+01, -1.087318e+02, 3.020241e+01, 1.072688e+02
2.825566e+01, -3.698786e-01, -2.339031e+00, -2.790776e+01, -1.045026e+02, 2.753788e+01, 1.021636e+02
2.806821e+01, -3.598781e-01, -1.944591e+00, -2.873362e+01, -1.021768e+02, 2.837374e+01, 1.002322e+02
2.788201e+01, -3.968508e-01, -1.536452e+00, -3.176340e+01, -1.142253e+02, 3.136655e+01, 1.126889e+02
2.769705e+01, -4.189688e-01, -1.518305e+00, -3.068725e+01, -1.184491e+02, 3.026828e+01, 1.169308e+02
2.751331e+01, -4.096754e-01, -2.015048e+00, -2.813278e+01, -1.109052e+02, 2.772310e+01, 1.088902e+02
2.733079e+01, -4.084792e-01, -1.953020e+00, -2.901479e+01, -1.134416e+02, 2.860631e+01, 1.114886e+02
2.714948e+01, -4.130540e-01, -1.846525e+00, -2.952794e+01, -1.145855e+02, 2.911488e+01, 1.127390e+02
2.696937e+01, -4.125953e-01, -1.969577e+00, -2.883705e+01, -1.126426e+02, 2.842446e+01, 1.106730e+02
2.679046e+01, -4.663851e-01, -2.493289e+00, -2.708662e+01, -1.152275e+02, 2.662023e+01, 1.127342e+02
2.661274e+01, -3.459268e-01, -2.170210e+00, -2.876940e+01, -1.024961e+02, 2.842347e+01, 1.003259e+02
2.643619e+01, -3.987235e-01, -1.865261e+00, -2.944990e+01, -1.117805e+02, 2.905118e+01, 1.099152e+02
2.626082e+01, -4.005360e-01, -2.166110e+00, -2.874971e+01, -1.086752e+02, 2.834917e+01, 1.065091e+02
2.608661e+01, -3.859155e-01, -1.754772e+00, -2.945152e+01, -1.104536e+02, 2.906560e+01, 1.086988e+02
2.591355e+01, -4.171399e-01, -2.094345e+00, -2.816195e+01, -1.124792e+02, 2.774481e+01, 1.103849e+02
2.574165e+01, -3.849792e-01, -1.486730e+00, -3.076600e+01, -1.067430e+02, 3.038102e+01, 1.052563e+02
2.557088e+01, -3.749181e-01, -2.091134e+00, -2.845418e+01, -1.087381e+02, 2.807926e+01, 1.066470e+02
2.540125e+01, -4.023880e-01, -1.671188e+00, -2.998120e+01, -1.111011e+02, 2.957881e+01, 1.094299e+02
2.523274e+01, -3.802141e-01, -1.694437e+00, -3.094277e+01, -1.129071e+02, 3.056256e+01, 1.112127e+02
